,Item (Texto),Gravedad,sesgo
192,"""¿Es la primera línea una nueva guerrilla insurgente urbana o paramilitarismo?"": Paloma Valencia. El senador dijo que la acción judicial del alcalde Claudia López, denunció crudamente esa movilización, ""fue tarde"". La llamada primera línea de las manifestaciones hizo una amenaza seria este viernes contra la ciudadanía en Bogotá, algo que, por supuesto, generó rechazo en el alcalde Claudia López, quien anunció un informe penal contra ese grupo que quería apelar a la violencia porque afirmaban Tener la intención de ""atacar"" los autobuses de transmilenio y las personas que los continúan. Para el congresista del Centro Democrático, Paloma Vlencia, es ""evidente"" que ""tenemos que comenzar a frenar la destrucción de este país porque no puede ser que con el espíritu de la protesta aquí están imponiendo no solo los bloqueos, sino también los daños a Los bienes públicos que han costado tanto a Bogotá, luego celebro la queja penal "". Sin embargo, el senador insistió en que"" esto tiene que ir más lejos porque aquí ha habido senadores como Gustavo Bolívar (...) que han financiado el vandalismo que ahora se convierte en en el terrorismo (...) porque nos enfrentamos al terrorismo puro y estamos durados "".",2.0,1.0
193,"Adjunto con bombas bombales en Cúcuta: ¿Tienes que repensar la seguridad en las unidades militares? Por su parte, el congresista Ciro Ramírez dijo que el fondo del asunto es que ""hay un ataque claro contra todos los colombianos, hemos fortalecido grupos delictivos, enérgicos., los espacios ocupados que quedan las antiguas FARC, se fortalecieron porque hoy Colombia está llena de cocaína, y eso permite fortalecer las economías ilegales "". El senador del Centro Democrático aprovechó la oportunidad de comparar el desempleo nacional, que ha sido un ataque terrorista porMás de un mes, ""el desempleo y el bloqueo fue un ataque terrorista porque los colombianos vieron cómo secuestraron a la tercera ciudad en el país, quemaron 27 ciudades, atacaron misiones médicas y solo el día en que anuncian la suspensión de las protestas que vemos.comportamiento.",3.0,1.0
194,"Fue salvo de morir: la historia desgarradora de un policía que le dio 27 punzones en medio de disturbios. El uniformado duró al menos cuatro días luchando por la vida de él en una unidad de cuidados intensivos en la clínica policial en Cali. Desde que comenzaron las marchas en Colombia, los fallecidos y heridos se han convertido en una realidad diaria, después de las clases fuertes entre civiles y miembros de la fuerza pública en varias regiones del país. Una situación que preocupa a los ciudadanos, teniendo en cuenta que, además de la violencia en los últimos días, combustible, medicamentos y alimentos, comienza a preocuparse por los hogares colombianos. En medio de los hechos de la violencia que se han presentado en medio del desempleo, un policía identificado como Ángel Gabriel Padilla, dijo cómo logró sobrevivir a pesar del ataque brutal que sufrió el 29 de abril en el municipio de Yumbo, Valle del Cauca. El policía recibió al menos 27 punzones y también fue atacado con patadas y objetos contundentes. Patrulo Padilla, víctima de terroristas urbanos que llaman ""protesta"" a los delitos de él. Le dieron 27 punzones. Audífonos aterrorizantes como moribundos, corre para refugiarse en un hogar y lo buscan y lo llevan a la calle, por lo que muere. Cuatro días en la UCI y lesiones graves.",3.0,1.0
195,"Salva a Colombia: la verdadera amenaza es el terrorismo urbano financiado con el narcotráfico. Lo voy a decir claramente, sin adornos o retóricos: los violentos y los oportunistas tienen en Jaque a Colombia. El país, poco a poco, ha sido arrastrado hacia un caos peligroso, que amenaza la democracia y pone a la nación al borde del abismo. Siento admiración y respeto por los jóvenes, especialmente para los más humildes, que, con mucho coraje, decidimos reclamar sus derechos y solicitar soluciones de financiamiento a los gobernantes. Sin embargo, una corriente violenta ha aprovechado este movimiento social pacífico para tratar de imponer las armas y las malas. No se confunde: las imágenes aterradoras que hemos visto en estos días no son el resultado de la espontaneidad, sino que forman parte de un plan milímetro diseñado para arrodillarse el país, presentar las libertades y el poder de acceso. No tiene precedentes que no vemos la triste realidad de algunos de nuestros vecinos, que recorrieron este camino traumático en el pasado. Como sociedad, vamos al matadero con los ojos vendados.",2.0,1.0
196,"Los sombras del día de la protesta terminó afectando la libertad de prensa en el país. Semana y RCN vivieron actos de vandalismo. El director de la semana, el periodista Vicky Dávila, informó que un grupo de vándalos vinieron a las instalaciones y contó con el edificio donde opera el grupo editorial, pero también a otras compañías. ""Este ataque no está contra RCN o SEMANA, está en contra de la prensa. Es el fruto del odio de los políticos y colegas. Espero que esto no termine en una fatalidad contra un periodista de ninguno de los dos medios. Políticos que Tener aspiraciones presidenciales que promuevan el odio. Rechazamos firmemente estos ataques "", dijo. RCN también pronunciado. ""De las noticias RCN y NTN24 rechazamos el ataque sufrido contra las instalaciones del canal RCN promovido y ejecutado por un grupo de violento que ocurrió hoy a las 3 de la tarde y que dejó el daño material y la integridad de los periodistas y los trabajadores en riesgo"" , Escribió el canal. Por su parte, su director, José Manuel Acevedo calificó el hecho como ""un ataque contra la libertad de prensa y expresión"".",2.0,1.0
197,"Ese fue el caso de un joven bogotan, quien después de participar en el desempleo el 2 de junio, donde aparentemente asistió a las mentiras, fue descubierto por su padre, que no dudó de poner un tremendo regaño público, frente a los protestantes y policías que fueron en el lugar. Según el video, el joven podría haber tenido un altercado con el uniformado (que lo había rodeado) para que su padre se veía obligado a sacarlo de problemas y estaba allí donde se desataba toda la situación del video, que hoy Inunda las plataformas. Una vez que llegó el Padre, dejó que su indignación viniera de las mentiras en medio de los gritos de su hijo, a quien él en medio de los gritos le preguntó: ""¿Qué vino, Goe *?, Para protestar por qué? ... Dime Una sola razón, ¿qué protestaste? """" Con mentiras, con tantas mentiras ... no conoce un cul * del país y viene a protestar aquí, no sabe nada, no se conoce ni ella misma, ""El padre continúa, mientras el joven se avergonzaba y en silencio, cuece su cabeza esperando que todo termina.",0.0,0.0
198,"Aunque muchas historias han estado tristes, también están felices y trastornadas. En el caso de 'Capitán Colombia' ha generado mucha expectativa, porque aunque es desconocido, es desconocido, se sabe que participa dentro de la primera línea.'En las protestas. Pero en medio de este revuelo, también se ha utilizado en memes, ha recibido cumplidos y roba la mirada de más de uno. Muchos, le ofrecieron el héroe de las protestas, ya que es responsable de estosse llevará a cabo pacíficamente y cuando se presenten trastornos, es el primero en salir a defender a las personas que lo rodean. Las demostraciones que se han dado en Colombia desde el 28 de abril han sido un escenario de múltiples historias y personajes, entre ellos, el famoso'Capitán Colombia'.",0.0,0.0
199,"Como en las mejores batallas de rap, un joven miembro de la policía nacional de Colombia pareció animar una tarde, donde cientos de personas se reunieron para cumplir un día más del desempleo nacional en la ciudad de Medellín. El video se publicó en la cuenta oficial de laPolicía de Medellín donde se puede ver cien personas moviendo un círculo en un parque del barrio de Santa Lucía de la capital antioquina, donde se puede ver al agente cantando hip-hop acompañado de jóvenes que disfrutaron de sus rimas y los aplaudieron.",0.0,1.0
200,"Durante las últimas horas, un video era viral en el que se ve un hombre que golpea a su hijo directamente estará dentro de una demostración en el sector de Yomasa, en la Souternidad de la capital. En el video que parece, aparentemente, el joven es capturado por el joven.Los oficiales de policía de Smad; segundos después, su padre viene a ""rescatarlo"", pero la respuesta del padre fue sorprendente. En lugar de ""darle una mano"", él literalmente decidió golpearlo las hebras a su hijo por las acciones de él.En las calles y no tuvieron en cuenta el aspecto de todos aquellos que estaban en el lugar.",0.0,0.0
201,"En Bogotá, la mayoría de los engranajes se han llevado a cabo en las carreteras principales, afectaron la operación de transmilenio y, por lo tanto, los usuarios que han tenido que bajar del sistema de transporte y caminar a casa. Es por eso que ahora los bogotanos afectados pueden pedir un reembolso de ese pasaje queNo pudieron usar, pero que si se validaban en los armarios de las estaciones. ¿Cómo solicitar la reincorporación de mi pase en Transmilenio? Esta soledad se realiza para las personas que pagaron su paso, pero no pudieron completar su movilización por elEl sistema o si no abordaron ninguno de los autobuses durante las marchas que se han realizado desde el 28 de abril en la ciudad.",1.0,0.0
202,"Durante las manifestaciones de Colombia, en el desempleo nacional, el ""Capitán Colombia"" se convirtió en viral en las redes sociales y muchas compararlas con el popular héroe de Marvel, el 'Capitán América'. El hombre es parte de la primera línea, un colectivo que enEl final de las máscaras, los cascos y los escudos improvisados enfrentan el escuadrón móvil anti-tisturbano (ESMAD), cuando intervienen con gas lacrimógeno para dispersar protestas. Hay muchas fotos y personajes que protagonizan en este grupo, incluidas las madres, los estudiantes y los particulares ""Capitán Colombia ', un hombre que está robando todas las miradas de las mujeres. Así, se desconoce la verdadera identidad de él, pero su cuerpo musculoso y su escudo protector han sido suficientes para que el hombre se vuelva viral en las redes sociales. Los fanáticos deÉl cree historias, tirar felicitaciones y crear historias en honor a uno de los que forman parte de la primera línea en Colombia.",0.0,0.0
203,"Este fin de semana se experimentó una situación tensa en el país por las manifestaciones y las protestas que vivían por el desempleo nacional. En un marco complejo, se vivió una situación inusual en una de las ciudades donde se presentaron protestas. Dura las manifestaciones en Buenaventura,Se conocía un video donde un hombre con flores y un globo en forma de corazón se acercaba a una mujer para expresar su amor. La situación ante la mirada de una multitud de personas que querían un final feliz y, por lo tanto, hágale saber en un coro que decía lo siguiente.: ""¿Qué dices sí, qué dices?"" Aunque en el video no se escucha lo que el hombre le dice a la mujer, y si se puede observar cuando le reprocha y lanza ambas flores como el globo del corazón.",0.0,0.0
204,"Cucho 'Hernández dijo presente en las protestas hechas en España. El futbolista colombiano levantó su voz en España. Juan Camilo'cucho' Hernández ha expresado en sus redes sociales el amor que tiene para la Colombia de él, a veces, cuando varias figuras públicas tienenha estado pronunciando el contexto social de los últimos días "". Colombia Earth querida"", fue el primer mensaje del futbolista de Getafe en sus redes sociales.",0.0,0.0
205,"Duke dice que el informe del CIDH no defiende los derechos de los colombianos por igual. El presidente habló así durante la celebración del 70 años el dominio general de las fuerzas militares, donde defendió los procedimientos de la fuerza pública en los días protestas en el marco de la llegada nacional. ""Da tristeza muchas veces cuando vemos las pretensiones de algunos difamados, demuestran y satanizamos el papel histórico que FF ha cumplido. MM y Policía"", dijo. Según el presidente, en el informe de la CIDH, habría sido ""importante que en las reflexiones de los derechos humanos, se hiciera más énfasis y más precisión en violaciones flagrantes derivadas de actos de violencia, vandalismo y terrorismo urbano de baja intensidad. Y también cómo Bueno, era que el reflejo de estos derechos humanos podría mostrarse claramente que los bloqueos han sido una demostración de la vileza de que algunos pueden tener algunos para ver y limitar los derechos de los demás "". Amismo, reiteró que la Policía Nacional no estará separada de la Ministerio de Defensa porque es un debate que ya se ha dado y explicado en el país. ""Simplemente finge que es una separación de las impresiones preliminares que guían las derrotas de la institución es algo que no tiene asa. Debates en la democracia, bienvenidos"", subrayó.",2.0,1.0
206,"El desempleo nacional cuesta 15 mil millones de pesos a la economía de Bogotá, garantiza a Fenalco.Debido a que es el centro financiero y de negocios más importante del país, las pérdidas también afectan al 36% de las empresas en Colombia.Con 8 millones de habitantes, la economía de Bogotá trae un 26% al crecimiento de la nación.La ciudad es la plataforma de negocios más grande de Colombia y Cuna, así como la mayoría de las empresas de alto impacto.Es debido a esta magnitud de Bogotá que los bloqueos y los actos vandalicos ponen en riesgo toda esta cadena de producción y afectan al 17% de toda la población colombiana.""Si el gasto en Bogotá se está desacelerando, y es el 36% del gasto nacional, significa que es el 36% de las ventas de empresas en el país. Por lo tanto, las movilizaciones de Bogotá tienen un impacto en las ventas nacionales de diferentesMarcas y empresas "", dice Camilo Herrera, presidente de Raddar.Muchas ubicaciones se cerraron entre uno y 15 días durante esos actos vandalicos.",1.0,1.0
207,"Police herida durante los disturbios en Bogotá. Según General Gómez, había ""doce hombres heridos de nuestra policía nacional, algunas temporadas, los portales fueron igualmente atacados"". Una vez uniformados, se lesionó, una estación de policía vandalizada y varias casas y locales comerciales afectados en Madrid, en Cundinamarca. Durante cinco horas, la estación de tranquilidad, donde había 21 agentes, fue atacada violentamente. Los vándalos lanzaron piedras e incluso artefactos explosivos. ""Una turba de aproximadamente 200 y 250 personas que vienen directamente para atacar las instalaciones de la policía, afectan directamente a nuestros policías, lanzando piedras, bombas Molotov y otros elementos para dañar su integridad y dañar las instalaciones de la policía"", dijo el coronel. César Castro, comandante de la institución en Cundinamarca. Se vandalizaban tres patrullas, once motocicletas particulares y que estaban en la estación por procedimientos o requisitos judiciales fueron incinerados y se uniformaron once. Los trasladaron al Hospital General de la Policía.",2.0,1.0
208,"La CIDH también documentó la preocupación de los colombianos en las interrupciones del servicio de Internet en el contexto de las protestas. Según dicho, esto habría generado un escenario de obstrucción de las quejas sobre el acto de la fuerza pública. Los informes recibieron enseñar tanto el posible uso de la tecnología destinada a inhibir o restringir la señal de Internet, como el bloqueo de las direcciones de Internet que contenían información sobre las protestas. Otra preocupación por la Comisión de Tecnología es la repetida queja que recibió el perfil de los usuarios de redes sociales, participantes o no de las protestas. Alcanzó que ""caracterización genérica a través de términos como el terrorismo, el vandalismo o los delincuentes estigmatiza los principios, activa un entorno hostil al ejercicio de la protesta y la libertad de expresión en Internet. La Relatoría Especial para la Libertad de Expresión ha indicado que las sanciones penales por la La difusión de supuestamente información falsa podría presentar la región a una lógica de criminalizar expresiones sobre temas de interés público y establecer una herramienta con un fuerte efecto inhibitorio.",2.0,0.0
209,"Minefensa advierte que ya tienen un borrador del proyecto antimálogo. El ministro Diego Molano explicó lo que anunció los puntos centrales de este proyecto, anunció el presidente Ivan Duque. El proyecto anti-vandalismo, que propuso al presidente de la República, Ivan Duke, fue una respuesta a los hechos de la violencia, el terrorismo y el acoso, no solo a la fuerza pública, sino a la comunidad y durante la protesta nacional de desempleo. El presidente lo anticipó y ahora el Ministro de Defensa, Diego Molano, advirtió que hayan preparado un borrador de ese proyecto. Molano dijo que el proyecto tiene tres pilares fundamentales, que incluye, ante todo: endurecer las sanciones para aquellos que incurren en comportamientos ilegales relacionados con la movilización o que afectan la protesta pacífica. El proyecto, según el ministro Molano, está acompañado por la creación de nuevos tipos criminales, es decir, nuevos delitos sobre comportamientos que a su discreción no se sienten penalizados. Finalmente, son los mecanismos para garantizar que la infiltración de violenta no afecte el desarrollo normal de la protesta pacífica.",1.0,1.0
210,"El ministro, Diego Molano, salió en defensa del papel de la fuerza pública. Durante la intervención de él, el funcionario reiteró que durante los actos violentos ha habido interés en las organizaciones en el margen, como las disidencias de las FARC y el Eln. Explicó que en Cali, Medellín, Popayán y Bogotá, se han dado ataques sistemáticos a las entidades estatales, como la Oficina del Defensor del Pueblo, la Oficina, la Oficina del Fiscal General, las acciones que están totalmente organizadas, no por manifestantes pacíficos sino por las organizaciones de criminales, En hechos que reiteraban son terroristas. ""¿Quién está detrás de la violencia, atacar a entidades? Vamos a identificar a los responsables, los encontraremos y los enfrentaremos a ellos. No son suposiciones o hipótesis, los disidentes y el ELN se demuestran como el caso del alias Jacobo, quien ""Estaba alentando al odio en las redes sociales"", dijo el funcionario. Asimismo, Molano insistió en que las protestas pacíficas se respetarán en el país, pero los actos violentos que comentan sobre los vándalos se lucharon.",2.0,1.0
211,"Los oficiales de policía son héroes: la firme defensa del Ministro Molano durante el movimiento de la censura. El funcionario respondió a los ataques que la oposición lo hizo, quien lo enfrentó bajo el argumento de que la Orden Pública ha sido manejada durante el desempleo nacional. En este punto, destacó el papel del escuadrón anti-tisturbano móvil, donde dijo que aquellos que integraron estas unidades eran héroes. ""Quiero hablar de la ESMAD, que afecta a las manifestaciones son violentas y no a la ESMAD (...), me gustaría invitarlos (congresistas) a hablar con un policía de ESMAD, los oficiales de policía son algunos héroes, 105 países de El mundo tiene a la policía como la ESMAD, y la de Colombia es una de las reconocidas, se regulan, tiene capacitación formada en derechos humanos, e incluso así, así como si estuvieran en contra de la sociedad cuando buscan garantizar la manifestación pacífica "", dijo Molano. . De la misma manera el rechazo del prejugrado de que la fuerza pública ha recibido durante su acción en el desempleo nacional ""Por supuesto, hemos sido prejuzgados de todo tipo de delitos, mientras que muchas veces la mentira va rápido, se mueve en las redes, a la Los funcionarios nos corresponden a decir la verdad, aquí no se puede atar a estigmatizar la protesta, se ha garantizado, se han garantizado miles de colombianos, más de 8,000 actividades en más de 700 municipios de Colombia, esa responsabilidad y asume que fuerza pública. con cada garantía "".",2.0,1.0
212,"En el marco de los días de demostraciones y dimensiones que se han adelantado en el país durante más de 18 días, desde diferentes sectores del gobierno nacional y la fuerza pública, han declarado que las marcas han sido infiltradas por organizaciones criminales, con elPropósito de desestabilizar al país ... El plan que estaría ejecutando las desentidías de las FARC y las milicias urbanas del ELN se ha ejecutado para lograr el control de la ciudad de Cali. Los medios de comunicación indican que hay una serie de grabaciones juntasCon la información de inteligencia, que evidenció cómo se desarrolló un presunto 'plan criminal' en el marco de las demostraciones de Cali. Este plan habría dejado la implementación de estímulos para promover el vandalismo en varias áreas de la ciudad, que se reflejó en el saqueo, la destrucción dePropiedad pública y privada, junto con enfrentamientos de capucha y agentes de la ESMAD.",2.0,1.0
213,"Molano, en diálogo con RCN Radio, dijo que es necesario aclarar en el rol y la función de ""nuestra fortaleza pública, la policía y los soldados"" durante las protestas: ""Su papel es garantizar el derecho y la tranquilidad de aquellos que no van, Garantice el derecho a la protesta pacífica de quienes marchan y lo hacen pacíficamente, pero, por supuesto, actuando firmemente contra todos aquellos que afectan la vida de tranquilidad y que están cometiendo actos de vandalismo "". Según Molano, después de la labor de los grupos de inteligencia de la Policía Nacional, se encontró que ""existe una relación directa porque hay una fuerza que organiza ataques sistemáticos planificados, premeditados y que se financian por sus actividades de interés de las FARC y el ELN, con algunos movimientos como el M-19, el bolivariano. Movimiento, los Cmows, los escudos azules y el 8 de junio de la célula de ese grupo armado. ""Asimismo, el ministro señaló que estos grupos son"" están comprometiendo y promoviendo este tipo de actos de terrorismo de baja intensidad en la U Nivel RBAN y que han sido afectados sistemáticamente a las ciudades "".",2.0,1.0
214,"Los colombianos vieron los bloqueos que la CIDH no vio; la brutalidad de las capuchas que impidieron la movilización de personas, bienes, alimentos y ambulancias; y pagaremos todo el costo de billonarios de la quiebra de las empresas, la pérdida de empleos y la crisis económica. Eso es¿Por qué insulta la inteligencia de que tal nivel de ""terrorismo económico y social"", aunque el terrorismo no está en su diccionario, se disfruta como ""recortes de ruta"" y se recomienda al gobierno ""abstenerse de prohibirlos como a priori"", con lo queCIDH legitima los bloqueos y desprecia los derechos de las mayores. Los ""cortes viales"" de la CIDH son como las ""retenciones"" de las FARC, la invención del JEP para disfrazar al secuestro y aplicar su impunidad de justicia restaurativa. Dos instituciones que se comunicanEn el sesgo ideológico de la izquierda y, por lo tanto, ver por un ojo.",2.0,1.0
215,"La CIDH vio excesos de fuerza de las autoridades, pero no el vandalismo sistemático que devasó las ciudades; Hizo acusaciones de violencia étnica, pero no vio que los pueblos indígenas que bloqueaban y destruidos, prevalecían de su ""autonomía""; Cuestionó la asistencia militar militar y la justicia penal, acusó falsamente al gobierno para estigmatizar la protesta y los jóvenes, e incluso resultó ser la fuerza pública. El que atacó misiones médicas y ambulancias bloqueadas. ¡No hay derecho!. Y, por supuesto, tuvo tiempo para un ""pequeño hombre"" para él protegido de él Petro de él, reiterando su vergüenza legal de atacar al fiscal general y extendiendo la patente corsaria, como ""indisciplinario"", funcionarios de las elecciones populares. No hace falta decir acerca de las recomendaciones, que parecen copiadas del desempleo. La ""neutralización"" de la ESMAD y la transferencia de la policía al Miniinterior son intromisiones arrogantes e inadecuadas. La CIDH no quiso ver los intereses transnacionales que buscan implementar el comunismo en Colombia, y con su actitud ""buena"", el mundo recibió la imagen de una dictadura a Maduro y Ortega, quienes buscaban aquellos que quieren ser erigidos más adelante en Salvadores socialistas, algo que, después de la pandemia y el desempleo, el país no se resistiría.",2.0,1.0
216,"Llegada nacional 2021, un hito en la protesta social de Colombia. ""El desempleo cívico nacional de 1977 fue el gran día de la segunda mitad del siglo XX, la primera fue, sin duda, el Bogotazo (1948). Este desempleo fue muy grande, pero duró dos días en Bogotá y un día en la mayor parte del territorio. . Hubo 19 muertos en la capital y dos o tres en el resto del país, en comparación con el desempleo actual fue bastante pacífico "", dijo Anadolu Mauricio Archila Neira, profesor de la Universidad Nacional de Colombia e investigadora del Centro de Investigación y Educación Popular (CINEP). Según Archila Neira, la aparición de violencia paramilitar en la década de 1980 inhibió los movimientos sociales. ""La teoría de los paramilitares fue la de los peces en el agua. El agua fue la población civil y para terminar de los guerrilleros, luego fue destruido por organizaciones sociales"", dijo el profesor. ""Los movimientos sociales debilitan mucho porque matan a sus líderes, destruyen a las organizaciones, erradiquen la sangre y el fuego de la protesta. Hay áreas que fueron pacificadas a la sangre y el fuego por paramilitares, a veces incluso por las tropas del ejército, la policía, la marina y el DAS. (Departamento de Seguridad Administrativa) "", explicó. La protesta social en el país comenzó a reactivarse de 2006, según la base de datos de luchas sociales en Colombia de Cícep.",2.0,0.0
