,Item (Texto),GravedadMode,SesgoMode
213,"Este domingo hay nuevas manifestaciones contra los bloqueos: un día de paz y un carnaval de la vida. El Comité de Movilización 30 de mayo # Yoprotejomipa, convocado, para este domingo, dos marchas en dos puntos diferentes de la ciudad de Bogotá para protestar contra los bloqueos, lo queHan causado una escasez de algunos productos en tiendas y supermercados. El objetivo principal de estas movilizaciones, como se indica, es decir al país: ""No más violencia o más sangre, busque la unión de empresarios, comerciantes, jóvenes y diferentes gremios.""",0,0
214,"Los hechos de los acusados de Andrés Escobar, supuestamente accionista de una agencia de publicidad, ocurrieron el 28 de mayo en la calle 16 con la Carrera 102; en las mediaciones a la CAI de la policía en ese barrio del sur. El hecho generó mucha controversia.Además, porque los civiles que dispararon armas de fuego se publicaron junto con los miembros de la fuerza pública sin que este último evite el ataque armado contra los ciudadanos que se manifestaron en el marco del desempleo nacional; que fue un mes ese día. Las declaraciones de él han recibido elApoyo a un sector de la sociedad, así como las críticas de otras personas de la opinión pública. Por la parte de ella, Catherine Juvinoo, el activista político y el consultor de comunicación política declararon que Escobar muestra una mentalidad paramilitar. Ella ilustra claramente la mentalidad paramilitar.; La justicia por mano es normal; La protesta se reduce a una manifestación de vandalismo "".",3,-1
215,"""Soy una buena persona"", dice Andrés Escobar, el hombre que disparó en Cali: Andrés Escobar dijo que la policía apreció su ""solidaridad"", y le permitió a esta persona hacer los disparos. Se aseguraron esto, diferentes defensores de los derechos humanos asegurenque la policía, además de disparar, permitió que otros ciudadanos lo hicieran. Esos ciudadanos eran los ciudadanos, quien dijo que lo hizo para ""defender la propiedad privada de mi comuna"" y que lo que él consideraba ""normal para cualquier humano.Siendo. Era consciente de que me estaban filmando "".",3,1
216,"Andrés Escobar, el empresario que fue capturado en el rodaje de video en la ciudad de jardín, habló después de que los eventos registrados el viernes pasado en este vecindario del sur de Cali y después de que estuviera expuesto en las redes sociales, donde lo calificaron de ""Assassin, Paramilitary y Genocide""Sí, le aseguró que, según las fotos que han estado circulando en las redes sociales, ha sido objeto de ""insulto, calumnia, amenazas múltiples aceleradas"". Afirmó que ""los disparos debían disuadirlos, ya que estaban avanzando para quemar""La CAI de la ciudad de jardín.",3,1
217,"Si agregamos a sus representantes a la Cámara y los Senadores, Antioquia se convierte en el departamento con un mayor número de congresistas: 28 en total. Hay 18 representantes y 10 senadores (de Antioqueno o concentrando su voto en el departamento). En su gran mayoría,Se alinearon con Duke para salvar al Ministro de Defensa, Diego Molano, a quien un movimiento de censura se adelantó a dos veces que buscaba retirarlo de la posición debido a su gestión errática de la fuerza pública en el marco del desempleo nacional.; Los comentarios denigrantes de él sobre la protesta social y la indiferencia de él con las miles de víctimas que continúan abandonando la represión policial.",2,-1
218,"El neumático y el aflojamiento del liberalismo con Duke ya tienen varios episodios. Desde el envío de Gaviria (su jefe único de él) contra la Carrasquilla hasta la invitación posterior de él ""Surround"" Duke. En el Congreso, el banco se ha movido a ese ritmo. Las representaciones que apoyaron a Molona fueron: Julián Hairstyle, jefe del liberalismo de Envigado (con tres exalcales procesados ​​por la corrupción) y un úbismo incondicional. John Jairo Roldán, está en la cámara desde 2010 y la fuerza electoral de él se centra en hermosos y algunos municipios de Bajo Cauca. Roldán buscará llegar al Senado en 2022 y la fórmula de él a la cámara será peinado, ¡así! Entre los senadores, no extraña el voto del cuestionario Julián Bedoya, un aliado del grupo político de la Universidad de Medellín (el mismo que procesó la tarjeta del abogado en tiempo expreso). El coequilipper de él en el grupo de renovación liberal, Juan Diego Echavarría (uno de los promotores del proyecto fallido para extender el período a Duke), se abstuvo de la votación.",1,-1
219,"El 9 de mayo, los civiles vestidos de blanco en esta misma área del sur de Cali conocidos como Garden City dispararon abiertamente a un grupo de pueblos indígenas que supuestamente se pusieron a su sede. El área tiene urbanizaciones cerradas con casas de campo, naturaleza tropical frondosa y seguridad privada..... ""Aquí hay un sentido de comunidad que manifestó ese día"", explicó "". Porque nos costó mucho convertirnos en el vecindario en (de moda, acomodado) y queremos que te quedes así"". ""NosotrosNo quiero lastimar a nadie, pero también queremos que respetemos la nuestra; no puede ser que la protesta por los derechos de algunos termine con los derechos de los demás "", concluyó. El auge de estos vecindarios en Cali se dio durante elAltura del narcotráfico en los años 90, pero, según Tededes, ""la comunidad los ha estado sacando (a los narcos)"".",3,0
220,"Luisito Comunica llegó a Cali para registrar la llegada nacional en Colombia 2021. Youtuber llegó al país para documentar las protestas y contrastarlas con la información proporcionada por los diferentes medios. Especificar su objetivo firme, varias personas se han acercado a tomar fotos conél. En la cuenta de YouTube, se destacan algunos videos, donde el creador de contenido ha difundido las diversas situaciones que viven otras naciones. De acuerdo con el país, a través de las redes sociales, presentó los diferentes hechos del desempleo nacional y los ataques queSe les dio a los distribuidores que protestaron pacíficamente.",0,0
221,"CABA realizó un comentario respondiendo a una revisión de que Miguel Polo, activista colombiano, hecha sobre el papel que ha jugado a Luisito se comunica desde su llegada al país "". Luisito se cae sobre mí, pero si él viene a ver a los del bloqueo como social.Justiciers, cuando son bandidos que violan los derechos a la libre circulación, el trabajo y la salud de la ciudadanía, mejor que regresar a México. Pero tenemos con las ONG izquierda "", dijo Miguel Polo a través de sus redes sociales. Sobre este comentario, el congresista perteneciente.A la Banca del Centro Democrático respondió diciendo: ""¿Quién lo patrocina?"" Este hecho fue criticado por diferentes sectores y grupos sociales que apoyan la protesta social que tiene lugar en Colombia, argumentando que no hay un tinte político detrás del trabajo que Luisito esRealizando en el territorio nacional.",1,0
222,"""No creen que estuviéramos cometiendo barricadas, estamos construyendo el país democrático que toda la Colombia merece ante la discapacidad actual. Algo, ya que las soluciones exploradas por el equipo económico que comienza a trabajar es lo que la gente demanda en las calles"", escribió Petro sobre elreunión. La cantante de Tecno Lanera decidió responder al anuncio de un futuro gobierno que hizo de Petro, reiterando las críticas que mantiene contra el líder político "". Alguien que le dice que está alucinando ... Quiero fumar de eso que vendaPara ver si lanzaron la presidencia "", escribió Marbelle en su cuenta de Twitter, en un mensaje que decoró con emoticonos de risa.",0,0
223,"Uribe, Petro y Duke, indicó a los oportunistas para felicitar a Egan para el Giro de Italia ... en Twitter, también destacaron comentarios en los que consideraba que los mensajes de Duke, Petro y Uribe, pero la victoria de Egan se unió al país. Uno de ellos.Fue el de Mauricio Jaramillo Marín, quien Trinó: ""Le dicen a Petro Oportunista por Tweeting sobre Egan. Le dicen al presidente oportunista que lo felicitará. Y otros. ¿Cuál es la diferencia? (Creo que, por el contrario, esto no es oportunismo: La victoria a su vez es algo que nos une, que está por encima de las rivalidades) "".",0,0
224,"En las últimas horas, varios congresistas de la oposición informaron que el Procurador abrió investigaciones preliminares y investigaciones formales para temas relacionados con el desempleo nacional y las horas antes de que el Congreso comenzara el debate sobre la reforma del Código Disciplinario que le daría a los Jueces Powers Tothe Attorita Hair.La consecuencia de que surgen estas investigaciones es que los parlamentarios investigados deben ser declarados impedidos de votar sobre esta reforma que, desde que se arraigó, no apoyan. Los representantes afectados incluyen Angela María Robledo, Inti Asprilla, María José Pizarro y el senador Alexander López., quien denunció que es un acoso realizado por la Oficina del Fiscal.",3,-1
225,"Las redes sociales fueron testigos de una nueva controversia protagonizada por Miguel Polo Polo, quien compartió, de su cuenta de Twitter, una nueva asamblea que involucra a la senadora Gustavo Petro y en la que sugiere que el líder de Colombia Humano es un criminal perseguido en byjustice.es, él indica la trina.del militante político que tendría una supuesta recompensa para darle el paradero de él.",1,0
226,"Este jueves en las sesiones conjuntas de las primeras comisiones y comisiones del Senado, el proyecto de ley que busca una reforma exhaustiva del Código Disciplinario propuesto por el Fiscal General de la Nación, en el jefe de Margarita Hair.An iniciativa que plantea cambios drásticos del público.El ministerio y que no convence a la oposición, que ha denunciado en estos últimos días para aprobarlo sería brindar a los superpoderes del juez al procurador. La reforma se presenta después de que la Corte Interamericana de Derechos Humanos (Corte ADI) instó a laEstado colombiano Para ajustar los poderes sancionarios de la entidad en la investigación contra los funcionarios públicos de las elecciones populares por casos de corrupción y violación de los derechos humanos, para el caso de Gustavo Petro que fue despedido cuando fue alcalde de Bogotá irregularmente por el Alejandro Ordóñez.",1,-1
227,"Colombia: la CIDH comienza la verificación de DD ABUSE.H H.In el marco de las protestas. Los investigadores y analistas de DEJUSTICE emitieron algunas recomendaciones que la CIDH podría transferir al gobierno de Duke, dirigido a garantizar los derechos y libertades de los colombianos aProtesta pacíficamente, promover un diálogo con todos los sectores de la sociedad civil, pero también forjar a las voces de las víctimas y proporcionar un reconocimiento que aún no se ha dado desde la institucionalidad.",3,-1
228,"La CIDH agregó que se buscará principalmente para escuchar a las víctimas de violaciones de derechos humanos y sus familias para recibir testimonios, quejas y comunicaciones, que deben enviarse a través del portal oficial de la IACHR.URREJOLA también informaron que, antes del comienzo deLa visita oficial, tuvo una reunión con el Canciller, Marta Lucía Ramírez, el Fiscal General, Francisco Barbosa y el Defensor del Pueblo, Carlos Camargo.",1,0
229,"El presidente de Colombia, Ivan Duque, anunció este domingo (06.06.2021) que estructurará a la policía, que está bajo la lupa de la comunidad internacional para la dura represión, lo que deja más de 60 muertes en las protestas de las últimas semanas..Durante una ceremonia de promociones de la institución, el Presidente ordenó la creación de ""un decreto que modernizará la estructura orgánica de la Policía Nacional, especialmente para fortalecer la política (...) de los derechos humanos"".",2,0
230,"Dada la presión internacional de los organismos, como la ONU, Amnistía Internacional o la Comisión Interamericana de Derechos Humanos, el Presidente de Colombia, Ivan Duque, anunció el 6 de junio de 2021 una transformación de la Policía Colombiana para fortalecer el respeto por los Juntos Juntos.la transformación se consigna en un proyecto de ley que se presentará al Congreso, al comienzo de la próxima legislatura, es decir, a mediados del próximo año y, en caso de que las elecciones ganan. La respuesta bancaria progresiva fue reportar la ""estética"" deUna medida que no resolverá los problemas de Colombia. Esta era la razón por la que se denunció el senador Iván Cepeda: ""Ahora, el Ministerio de Defensa se llamará Ministerio Nacional de Defensa y Seguridad Ciudadana y la Policía tendrá un uniforme azul. ¿Este cosmético EE.UU. Duke para esconderseLas misivas violaciones de derechos humanos y la necesidad de cambios estructurales de la policía y las fuerzas armadas "".",2,-1
231,"Motilonas Rap es un grupo de rap compuesto por Johana Ortega Cabarico y Denys alelyda Cáceres Cabarico, quien le dio vida en 2010 en el municipio de Tibú (norte de Santander). Su nombre artístico es un homenaje a la gente original Barí, conocido como Barí Motiles., que han vivido e históricamente resistido en este territorio. Para los moteles, Rap es una herramienta que permite reconstruir la memoria, fortalecer el tejido social, devolver la esperanza y proporcionar transformación territorial a través del arte. «¿Cuándo será la última vez que le escribamos a nuestro país que nosotros¿Están cansados de la muerte, la guerra, la miseria y todo lo que nos duele? Gritando y con la dignidad enojo, nos levantamos de nuevo con el rap hasta que nos escuchamos, y en medio del desempleo nacional, no seremos la excepción "", dijo Denys Cáceres.",0,0
232,"""Muy bien, los maestros anuncian el regreso, pero debemos decirles a los colombianos que ya formaban parte de los niños a sus vacaciones (...), la invitación es estar lista después de las semanas de recreo"", dijo el ministro de educación, María.Victoria Angulo. Solo este viernes reveló la Directiva 5 de 2021, según la cual
 ""Desde julio, comenzará la pensura completa, y solo en los casos
Se establecerá excepcional la posibilidad de proporcionar el servicio.
Educativo en la modalidad de alternancia.""",1,0
233,"Según los especialistas consultados, el arresto nacional también evidenció un aumento en el nivel de participación política y social de varios sectores civiles del país, como contrapeso a la falta de respuestas rápidas y concretas por parte de varios líderes a las necesidades de sugobernado y agudo de la crisis de credibilidad en las instituciones.",0,-1
234,"Por esta razón, hoy defiende el desempleo y justifica los bloqueos, afirmando que no hay otra forma en que ""detengan las bolas"". Las solicitudes, a diferencia de lo que se exige en las calles de las grandes ciudades, parece básico: carreteras en buen estado, acueducto, alcantarillado, una universidad pública para la región, porque sus hijos no apuestan por la coca o la seguridad, no sean prisioneros de los armados "". Lo que vemos son promesas fallidas. En las elecciones que prometen la inversión social y nunca llegan.Se ha cumplido con el total de abandono. Estamos en total abandono. Me quemo la espalda para cargar y cargar las piñas a medida que la agricultura y nadie compra "".",2,-1
235,"Sin duda, el arresto nacional dejó una fuerte marca en la inflación en mayo. La última causó presiones alcistas sin precedentes en los costos de los alimentos, ya que el grupo presentó un avance histórico del 5,4%, explicando así alrededor del 90% de la inflación total en el mes, yExcepcionando ampliamente lo que se observó en el shock más reciente sobrefood, es decir, el conductor de camiones 2016.Como se observó, este tipo de efectos en los precios del lado de la oferta generalmente se corrigen rápidamente, la tendencia que debe observarse una vez que se levanten los bloqueos.",2,0
236,"En Cali, Medellín, Bucaramanga, Pasto, Popayán y Bogotá, se registraron las principales manifestaciones esta semana, después del anuncio del Comité Nacional de Desempleo para suspender temporalmente las movilizaciones y comenzar a nuevas tácticas, para continuar el desempleo.",1,0
237,"Hasta el 28 de mayo, 2021, cuando fue un mes de movilizaciones en Colombia por la llegada nacional, la Fundación para la Libertad de Prensa (Flip) registró 165 violaciones de la libertad de prensa que han dejado a 186 víctimas. En los eventos más severos, allí.son: 59 agresiones físicas; 31 amenazas; y 6 detenciones ilegales. En este contexto, las mujeres periodistas han sido víctimas de 30 agresiones, entre las cuales se encuentran las agresiones físicas (10), el robo o la eliminación del material periodístico (5), arrestos ilegales (3).) y amenazas (4).",3,-1
238,"El sistema de transporte público en Colombia está viviendo uno de sus momentos económicos más complicados. La reducción de los pasajeros a expensas de la pandemia trajo consigo un hueco difícil para cubrir. Según el presidente de Metrocali -Entity responsable de la operación de los integrados.Masivo de Occidente (Mio) -, Oscar Ortiz, las empresas perdieron alrededor de $ 2.2 mil millones en 2020 debido al virus. Sin embargo, este año las cosas se complicaron aún más, porque los actos vandalicos contra las estaciones y los autobuses se agregaron a la pandemia.Atacado por más de un mes de protesta social en el país. En Cali, Bucaramanga, Pereira, Bogotá, entre otras ciudades, las pérdidas han sido millones de dólares y la oferta del servicio cayó al daño que había en los elementos de los elementos deel sistema.",2,0
239,"Es fácil de ser una pensión que se opone a cualquier reforma y forme parte del Comité de Desempleo, cuando el Estado recibe un subsidio millonario. Por ejemplo, en una pensión de 10 millones de pesos que collan, 4 millones les ahorró a ese trabajador durante suLa vida laboral a través de sus contribuciones, los 6 millones restantes que contribuimos a los otros colombianos, incluso a los más pobres en el famoso IVA, por cierto, de la forma en que se paga hoy y se pretendía que el 40% de la población.",1,1
240,"La protesta virtual en Colombia no volverá a ser la misma después del desempleo nacional. Esto se demostró después de más de 40 días de movilizaciones que fueron apoyadas por herramientas digitales para hacer visibles, amplificar y posicionar el brote social en la agenda global.",2,0
241,"El desempleo nacional deja más pérdidas que las ganancias para la sociedad en general. Por supuesto, hubo ganadores, especialmente a los que se alimentan de la polarización o de las víctimas de otros para validar su discurso. Sin embargo, el balance es desolado: somos más pobres, másDividido y más herido que antes del 28 de abril de 2021. Adelante será más difícil, y de todos dependerá de estas tres grandes y peores pérdidas que deje un golpe de fuelle.",1,1
242,"Con 599 muertes por Covid reportó ayer, es el cuarto día consecutivo que se registra una nueva disminución de las muertes en el país. En opinión del hecho de que el tercer pico está lejos de ser bajo control, la semana pasada más de 140 asociaciones de laLa comunidad científica y el sector de la salud pidieron al gobierno que pospongan la reapertura económica. Mientras tanto, el gobierno aún está ocupado señalando al desempleo como el único culpable de la crisis.",2,-1
243,"Tanto la ONU como la Unión Europea y varios países llamaron un diálogo grave el sábado como una solución a la crisis y para evitar más violencia y morir más personas, después de 13 homicidios se confirmó el viernes en Cali después de un día de enfrentamientos con la policía y elIrrupción de civiles armados en las protestas.",3,0
244,"A través de su cuenta de Twitter, el director de la División de las Américas del Reloj de Derechos Humanos, José Miguel Vivanco, dijo que la Organización tiene evidencia de que los miembros de la policía habrían asesinado al menos a los 20 manifestantes durante los días de desempleo nacional en el país. Vivanco dijo: ""NosotrosHan documentado cada caso con evidencia de primera mano, incluidos informes médicos y forenses, entrevistas con testigos, familiares y abogados de víctimas y autoridades judiciales, y la verificación de videos "".",3,0
245,"Los jóvenes siempre han sido actores relevantes en las reclamaciones y protestas sociales, sin embargo, el desempleo que generó un brote social este año tiene una particularidad para ello: ""Ahora los adultos, la generación antes de nuestros padres y abuelos, están reconociendo, antes de que no lo hicieran. ""De eso, precisamente, la IV la reunión de Memorias fue tratada. Se explicó el coordinador de la Comisión Interescular de Justicia y Paz, explicó que para garantizar la no repetición del conflicto, debemosEntiendo que ""cuando hablamos de territorios, solo son ruralidad, pero también los territorios urbanos"".",0,0
246,"Es decir, ""les conviene que hay algunos chicos que lanzan piedras, manteniendo a la policía entretenida y no persiguiéndolos y sus ingresos criminales. Todo lo que se mezcla de una manera complicada. Ahora, no es lo mismo un vandalismo que pagó la olla.del tráfico de drogas que el chico humilde de Kennedy que está protestando con el arte y la cultura. Si los combinamos, estigamos y creamos más tensión. Vamos a tener cuidado de usar el canal apropiado "".",2,0
247,"Este 21 de junio, Colombia superó el doloroso número de 100 mil muertos de COVID-19, una situación que sorprendió al país y causó múltiples reacciones, entre ellas, la del Presidente de la República, Iván Duque, que no solo lamentó la situación,pero también responsable del desempleo nacional de esta situación; Después de las declaraciones de él, Gustavo Petro pronto reaccionó.",3,0
248,"""Del 28 de abril al 16 de junio, hemos registrado denuncias de 56 muertes, incluidos 54 civiles y 2 policías, en el contexto de las protestas, principalmente en Cali; así como 49 alegaciones de víctimas de violencia sexual. MY OFFICE también está documentando abusosContra los derechos humanos por los actores no estatales y los efectos de los bloques continuos en los derechos humanos "", dijo Bachelet.",3,0
249,"""Tenemos varios temas que aclaran. El número equivocado de personas mató a desempleados porque se ha demostrado que se ha demostrado que hay 24 personas que murieron por desempleo, pero 19 no murieron debido al desempleo y 11 están en la investigación. Cuando dice la Sra. Bachelet.""Hay 54 muertos por el desempleo, ella está equivocada y que duele al país porque el país lo que quiere es la verdad de no seguir trabajando en los rumores"", dijo el embajador.",3,0
250,"Después de más de 50 días de demostraciones en la capital del Valle de Cauca, varios hechos de la violencia, la discriminación y el clasismo han revelado una división social profunda en Cali. Uno de esos eventos ocurrió en el barrio de la ciudad del 28 de mayo, cuando los civiles armados,En la empresa de la policía, despedida contra los manifestantes.",3,-1
251,"El Gobierno de Ivan Duque anunció este viernes (18.06.2021) que modificó un decreto presidencial para limitar la definición de protesta pacífica y especificar que los bloqueos de seguimiento, ya sean temporales o permanentes, no son una forma de manifestación y, por lo tanto, permite el ""uso legítimode la fuerza "".",3,0
252,"Todas las fuentes consultadas para este informe, incluidas las invludidas, dijeron que el desempleo debería tener cierta influencia en el aumento de los contagios y la muerte. Pero se diferenciaron en la relevancia que pueden haber tenido.",1,0
253,"Pero esto no ha servido para calmar a la indignación. Y con el paso del tiempo, las protestas se han dividido aún más en una sociedad ya polarizada: los partidarios dicen que las marchas son la única manera de obtener un director para escucharlos, y los oponentes dicenQue los mensajes de los manifestantes se han hecho eclipsados por los actos violentos de algunos de ellos.",1,0
254,"Una primera razón es la gran debilidad de las organizaciones populares en Colombia. No tenemos a los partidos indígenas de otros países andinos, ni los poderosos sindicatos de Argentina o Brasil, ni la coalición de clases medias en el estilo de Chile; Tenemos núcleos regionalesComo CRIC, sindicatos sectoriales, tales como fecodo o movilizaciones locales contra algunos proyectos mineros. Segundo, las organizaciones nacionales siempre se han fragmentado intensamente. El movimiento campesino se dividió y dividió en varias ""líneas"", los estudiantes o los jubilados tienen varias ""federaciones"", yIncluso hoy en día en el Comité Nacional de Desempleo, tome un asiento a tres trabajadores que han estado desempeñando el predominio del predominio.",1,0
255,"Esa debilidad y esa fragmentación están a su vez, reflejando un problema más feliz: nadie en Colombia representa a nadie. Los sindicatos hablan por el 4% de los trabajadores en grandes empresas, las ONG hablan por sus respectivos activistas, los gremios dicen algunas cosas mientras que Sarmiento y la antioquia se aseguran deOtras cosas, el periodismo desapareció, las redes son ruidos puros ... EEVEN, los políticos de la oposición hablan a una capacidad personal (como dijo de la calle cuando la coalición de la esperanza se reunió con Ivan Duque).",1,0
256,"La Federación de Emprendedros de Transporte de Carga (Federanscarga) analizó los viajes de carga realizados entre el 28 de abril, cuando comenzó el desempleo, al 15 de junio, y los comparó con el mismo período de 2020, la fecha en que hubo en las restricciones de los pais.sobre el aislamiento obligatorio, y encontró que se tomó una reducción en la carga del 3,1%.",1,0
257,"Según la Oficina de Planificación y Estudios Económicos de Fedagán, los productores de leche dejaron de comercializar alrededor de 395,900 millones de litros de leche (alrededor de $ 403,000 millones). En la otra mano, los novillos que no fueron sacrificados desde el inicio del desempleo totalizaron 222,597 y las pérdidas.están cerca de $ 456,000 millones.",2,0
258,"La Asociación del Sector Automotriz y sus Partes (Asopartes) encendió nuevamente las alarmas en nombre de las afecciones presentadas por el sector de fabricación y montaje de vehículos después de varias semanas de desempleo nacional en el país. Este tipo de situaciones en la cadena logística y adquisición.de
Las materias primas, según Asorparts, están representando disfraces de
Hasta el 500%, por eso, en algunos casos, los precios finales al consumidor podrían aumentar cuatro o cinco veces.",2,0
259,"En opinión del analista, si se mide con esa vara, el saldo del Congreso es Bitters, porque aunque las iniciativas se hundieron tan impopulares como las reformas fiscales y de salud, y el proyecto que buscó la extensión del período presidencial, otros relacionados con la educación.El entorno y el desarrollo del acuerdo de paz se dejaron en que veremos. En términos de control político, aunque el Ministro de Defensa, Diego Molano, fue citado para responder por los excesos de la fuerza pública durante el desempleo, finalmenteSe las arregló para preservar su posición.",1,-1
260,"Aunque hubo varias iniciativas que no pudieron prosperar en el Congreso, el hundimiento del proyecto de matrícula cero planteó a las ampollas. La iniciativa buscó que la matrícula de estudiantes universitarios de strata de baja mentira estudiaban en las universidades públicas "". Los uriistas mayoritarios en el Senado dan su espalda.Regreso a los jóvenes "", dijo el senador Antonio Sanguino (Green Alliance), uno de sus autores. Para su parte, Gustavo Bolívar (coalición decente) declaró que persistirán en el proyecto en el período que comienza el 20 de julio, peroLlamó la atención por su pequeño apoyo en el Congreso. ""Seguiremos intentando, pero con estas minorías es imposible"", dijo.",2,-1
261,"Sin duda, el arresto nacional dejó una fuerte marca en la inflación en mayo. La última causó presiones alcistas sin precedentes en los costos de los alimentos, ya que el grupo presentó un avance histórico del 5,4%, explicando así alrededor del 90% de la inflación total en el mes, yExcepcionando ampliamente lo que se observó en el shock más reciente sobrefood, es decir, el conductor de camiones 2016.Como se observó, este tipo de efectos en los precios del lado de la oferta generalmente se corrigen rápidamente, la tendencia que debe observarse una vez que se levanten los bloqueos.",2,0
262,"Entre $ 4.8 billones y $ 6.1 billones de estimaciones después del envío, el costo de hoy se ha ido para el país el desempleo nacional, después de un mes de bloqueos y demostraciones. El director del Centro de Análisis, Luis Fernando Mejía, dijo que ""estimamos que el costo económicodel desempleo nacional en el mes de mayo varía entre $ 4.8 y $ 6.1 mil millones. Sin embargo, una extensión de los bloqueos implicaría un costo económico más alto que la estimación "".",2,0
263,"Lentes rotos, barras y puertas destruidas, paredes maltratadas o invadidas de mensajes, vehículos dañados o quemados. Eso son algunas de las imágenes del vandalismo que los colombianos han visto a través de la televisión, y que hasta ahora ha dejado el desempleo nacional en la infraestructura de los más.Ciudades afectadas.",1,1
264,"Por supuesto, debemos tener en cuenta que, en hechos, como los que ocurrieron en Colombia durante el último mes, los hogares no son el objetivo del vandalismo. Sin embargo, terminan en la ola, en las inmediaciones con los puntos focales, que,En este caso, han sido las estaciones y los vehículos de los sistemas de transporte; bienes en el espacio público como estatuas que forman parte de los símbolos de algún hecho histórico en el país; los vehículos, entre otros.",1,0
265,"El Director de FEDESARROLLO anunció que el pronóstico de crecimiento de la economía colombiana en 2021 se revisará hacia arriba a pesar de la situación del orden público que está experimentando el país. Dijo que ""los sorprendentes datos del crecimiento en el primer trimestre del año, elLa aceleración del proceso de vacunación en las últimas semanas y la base de baja comparación de 2020 involucra que la tasa de crecimiento del PIB de 2021 sería superior al 4,8% que predinemos a principios de año "". Estas cifras de los contrastes de desarrollo de la Federación con los que el Ministro deFinance dijo, quien calculó las pérdidas en $ 10 mil millones.",0,0
266,"El vicepresidente técnico de FaceColda indicó que ""sin lugar a dudas, aquellos que se vieron afectados y contaron con el seguro, se minimizarán el impacto del daño causado por el vandalismo. Tanto que no tenía seguro, debería asumir estos daños de su propio bolsillo.""",1,0
267,"Una encuesta confesada informó que el 90.4% de los 12,979 empresarios consultados, según los puestos de trabajo que generaban, entre uno y cinco están en riesgo de los efectos del desempleo y los bloqueos. A la vez, una encuesta de la Cámara de Comercio de Bogotá encontró que, para continuarCon la situación del orden público, el 21% de las empresas en la capital reducirían al personal contratado.",2,0
268,"Los expertos, incluir al ministro, acordarán que es difícil saber exactamente cuánta responsabilidad por las protestas en la crisis de la salud, porque el brote coincidió con varias medidas de reapertura de la actividad económica, y la llegada, probada por las autoridades, deAl menos dos de las cuatro variantes de COVID-19 que exacerban la transmisibilidad.",2,0
269,"En un rico barrio de Cali, los civiles sacaron sus pistolas y rifles para disparar a los manifestantes, con la policía a su lado. Querían cuidar a su pueblo de personas que querían afectarlos. Limpieza fracturada por la desigualdad y el racismo, la capital deEl valle de Cauca se encontró en el desempleo nacional con una realidad soterrada. En el 28 de mayo, un pico de vecindarios marginales llegaron al exclusivo sector de la ciudad de jardín y trató de quemar una estación de policía. Los vecinos respondieron por tiros.",3,0
270,"Ambas organizaciones están instaladas en la Plaza contra el importante portal de América, pero la primera línea ha sido más resistente a un acuerdo "". Nos consideramos independientes. Respetamos la dinámica del Comité de Desempleo, pero no los reconocemos como OUR.No acepte el descenso de la tabla o que se acabe las cerraduras. La primera línea de resistencia del portal aún está a pie de la lucha y se sigue en un proceso de conformación de un movimiento político y, como tal, no vamos a descansar "".dijo el maestro. Se han despejado de señalar que, de hecho, las formas de hecho no se irán por ahora y que defenderán a la población y los manifestantes "". La primera línea traerá seguridad contra la represión estatal"", agregó. Pero agregó qué¿Piden? Tienen al menos una hoja de 21 peticiones de naturaleza nacional y distrital.",2,-1
271,"Aunque la desigualdad ya ha estado empeorando incluso antes de la pandemia, fue sorprendente entre 2019 y 2020, cuando 375,990 personas cayeron en pobreza a 22 millones de habitantes. Con nada que perder, estos mismos jóvenes escalaron el pulso cerrando las calles enteras para establecerse en verdad.Campamentos urbanos que exasperan una buena parte de la población que sufre con esos bloqueos.",2,0
272,"Y, además, dicen que para iniciar el diálogo, solicitan la no judicialización de los miembros de la primera línea por delitos relacionados con el terrorismo, el vandalismo, el daño en los delitos públicos y otros delitos relacionados con los bienes legales protegidos y el reconocimiento del mundo.Parque como un área de un campamento permanente para los miembros de las primeras líneas que en el momento de ejercer el derecho de demostración se dejaron sin hogar "". Exigimos que se establezca este campamento con Veeduría 24/7"".",1,0
273,"Después de esta intervención, se determinó que es de una prioridad que el alcalde local adopte las medidas necesarias para preservar el orden público. Esto fue que el 11 de junio de 2021, el alcalde de Kennedy se reunió de una petición ciudadana relacionada con la situación de seguridad y deterioro.De ese espacio. No solo es el vandalismo sino el uso de drogas y se han reportado varios delitos cometidos cerca del lugar.",2,1
274,"El anuncio de que a principios de esta semana hició el Comité Nacional de STOP (CNP) para interrumpir temporalmente las movilizaciones a nivel nacional, pero sin reanudar las negociaciones con el gobierno, no solo deja la discusión sobre las reformas antecedentes en el Limbusthat que necesita elPaís, pero deja ""vivo"" una serie de factores que pueden hacer que la ""Potencia de presión"" de la incomodidad social nuevamente en cualquier momento.",2,0
275,"Según los analistas, debido a la anarquía que se vivió durante el brote social, la seguridad y el orden regresaron a convertirse en temas clave para la agenda política de los gobiernos actuales, sin distinguir sus filaciones políticas, y para el panoramafeo electoral 2022.",1,0
276,"El Parque Mundialmente referido es un espacio público ubicado cerca del portal que ya ha sido ocupado con los campamentos. Los países han denunciado la ocupación de este espacio y el Distrito es consciente de su existencia. Hace unas semanas, de hecho, distritoSe ofrecieron servicios allí en el marco de una Feria de la Comunidad. Agvanza la posibilidad de que el Distrito no otorgue este espacio, ""The Profe"" aseguró que están abiertos ""para escuchar otras opciones"".",1,0
