,Item (Texto),GravedadMode
289,"Por primera vez en décadas, los trabajadores, campesinos, indígenas y estudiantes fueron organizados para protestar por la protesta; La caída de la reforma fiscal en medio de una emergencia fiscal mostró grietas en un modelo económico hasta ahora sólido y la capacidad de los políticos para generar confianza yLas resoluciones parecen más limitadas que nunca. En menos 42 personas han muerto, según el Defensor del Pueblo. Se han lesionado. Los cientos han pasado días perdidos. El país ha visto, vive y vive, cientos de abuso policial y algunos tiroteos entre colombianos.",3
290,"Tengo la impresión de que los colombianos están aún más polarizados que a principios del año y que la concordia social, por lo que, en ocasiones, en los que necesitamos una reactivación económica con el esfuerzo de todos, puede desaparecer sin remediar. Muchos leen esta situación como una clara indicación deEl brote social, aunque la escasa capacidad en las manifestaciones niega esa percepción. Más que una explosión, sufrimos una fractura social.",1
291,"Los expertos, incluir al ministro, acordarán que es difícil saber exactamente cuánta responsabilidad por las protestas en la crisis de la salud, porque el brote coincidió con varias medidas de reapertura de la actividad económica, y la llegada, probada por las autoridades, deAl menos dos de las cuatro variantes de COVID-19 que exacerban la transmisibilidad.",2
292,"El martes, el Ministro de Defensa de Colombia, Diego Molano Aponte, informó a través de su cuenta de Twitter verificada que ""Vandals"" han quemado el Palacio de Justicia de Tuluá, en el Departamento del Valle de Cauca. Tales lesionado, lesionado o muerto.",3
293,"""No creen que estuviéramos cometiendo barricadas, estamos construyendo el país democrático que toda la Colombia merece ante la discapacidad actual. Algo, ya que las soluciones exploradas por el equipo económico que comienza a trabajar es lo que la gente demanda en las calles"", escribió Petro sobre elreunión. La cantante de Tecno Lanera decidió responder al anuncio de un futuro gobierno que hizo de Petro, reiterando las críticas que mantiene contra el líder político "". Alguien que le dice que está alucinando ... Quiero fumar de eso que vendaPara ver si lanzaron la presidencia "", escribió Marbelle en su cuenta de Twitter, en un mensaje que decoró con emoticonos de risa.",0
294,"La familia de Santiago Ochoa ya ha reconocido los restos, pero la confirmación de la medicina legal es necesaria para el proceso judicial por desaparición de que la fiscalía debe avanzar "". En el caso de que mi sobrino pertenezca a la primera línea o que tenga que ver enEl desempleo o que el Esmad lo secuestró es totalmente falso. De cualquier información, hemos dado autorización o permiso para recaudar dicha información falsa "", dijo el miembro de la familia de Santiago Ochoa. El Pregunte Ivan Duke rechazó los hechos y pidió avanzar en la investigación para dar con elculpables.",3
295,"Dada la presión internacional de los organismos, como la ONU, Amnistía Internacional o la Comisión Interamericana de Derechos Humanos, el Presidente de Colombia, Ivan Duque, anunció el 6 de junio de 2021 una transformación de la Policía Colombiana para fortalecer el respeto por los Juntos Juntos.la transformación se consigna en un proyecto de ley que se presentará al Congreso, al comienzo de la próxima legislatura, es decir, a mediados del próximo año y, en caso de que las elecciones ganan. La respuesta bancaria progresiva fue reportar la ""estética"" deUna medida que no resolverá los problemas de Colombia. Esta era la razón por la que se denunció el senador Iván Cepeda: ""Ahora, el Ministerio de Defensa se llamará Ministerio Nacional de Defensa y Seguridad Ciudadana y la Policía tendrá un uniforme azul. ¿Este cosmético EE.UU. Duke para esconderseLas misivas violaciones de derechos humanos y la necesidad de cambios estructurales de la policía y las fuerzas armadas "".",2
296,"Antes de los rivales irreconciliables en los tribunales, hoy colegas en protestas sociales. Los fanáticos de la club con historia de largas enemigos en Colombia se unieron sus voces para rechazar la realización de la Copa América 2021 que su país tuvo que recibir junto con Argentina. Y los fanáticos lo obtuvieron, los fanáticos.y la población en general "". ¡No juegues, la copa no se juega!"", Los seguidores de diferentes equipos gritaron con pancartas que oraron ""Si no hay paz, no hay fútbol"" y logró el impensable. Colombia perdió la sede porLa decisión de la condena y los fanáticos del fútbol celebran lo que consideran un triunfo social, por encima de sus preferencias deportivas.",1
297,"La manifestación se concentró a las 10 en punto de la mañana en el puente del sur, en el sur de Medellín. De ahí comenzó, también por el sur a la estación de Itagüí de la metro. Sala 4:30 de la tarde, la situación.Salió de control cuando, según las quejas y videos en las redes sociales, los manifestantes comenzaron a generar daños a algunas estructuras.",2
298,"Aunque muchas historias han estado tristes, también están felices y trastornadas. En el caso de 'Capitán Colombia' ha generado mucha expectativa, porque aunque es desconocido, es desconocido, se sabe que participa dentro de la primera línea.'En las protestas. Pero en medio de este revuelo, también se ha utilizado en Memes, ha recibido cumplidos y roba el aspecto de más de uno. Muchos le ofrecieron el héroe de las protestas, ya que es responsable de que ellosLlevarse a cabo pacíficamente y cuando se presenten trastornos, es el primero en salir a defender la misa que está a su alrededor. Las demostraciones que se han dado en Colombia desde el 28 de abril han sido un escenario de múltiples historias y personajes, entre ellos,El famoso 'Capitán Colombia'.",0
299,"Aunque el Gobierno expresó toda su voluntad de continuar con los diálogos, solicitó a los líderes del desempleo nacional, con respecto al mes en Colombia, que las carreteras están desbloqueadas, en beneficio de la población colombiana que se ha visto afectada por este asunto..",2
300,"Aunque la desigualdad ya ha estado empeorando incluso antes de la pandemia, fue sorprendente entre 2019 y 2020, cuando 375,990 personas cayeron en pobreza a 22 millones de habitantes. Con nada que perder, estos mismos jóvenes escalaron el pulso cerrando las calles enteras para establecerse en verdad.Campamentos urbanos que exasperan una buena parte de la población que sufre con esos bloqueos.",2
301,"Miembros del Comité Nacional de comparación, un grupo compuesto por sindicatos y organizaciones estudiantiles, señaladas en la conferencia de prensa que suspenderán las marchas que se habían llevado a cabo cada semana para evitar la muerte de más manifestantes a manos de la policía.y también para reduzca los contagios de coronavirus en el país, que registra un número récord de muertes relacionadas con la enfermedad.",1
302,"En el marco de los días de demostraciones y dimensiones que se han adelantado en el país durante más de 18 días, desde diferentes sectores del gobierno nacional y la fuerza pública, han declarado que las marcas han sido infiltradas por organizaciones criminales, con elPropósito de desestabilizar al país ... El plan que estaría ejecutando las desentidías de las FARC y las milicias urbanas del ELN se ha ejecutado para lograr el control de la ciudad de Cali. Los medios de comunicación indican que hay una serie de grabaciones juntasCon la información de inteligencia, que evidenció cómo se desarrolló un presunto 'plan criminal' en el marco de las demostraciones de Cali. Este plan habría dejado la implementación de estímulos para promover el vandalismo en varias áreas de la ciudad, que se reflejó en el saqueo, la destrucción dePropiedad pública y privada, junto con enfrentamientos de capucha y agentes de la ESMAD.",2
303,"Los expertos consultados por Forbes concluyen que, a excepción de la retirada de las exenciones fiscales, principalmente, las concedidas en el impuesto de 2019 a los bancos y ultrashíficos; y con los que podrían alcanzarse 9 mil millones de pesos, no vean dónde obtener másDinero a menos que sea a través de otra reforma fiscal. Parece que los expertos escaparon el pequeño detalle que Colombia en la corrupción se le da 50 mil millones de pesos por año. Por año, porque, si dejan de robar, ¡nos alcanzaría?",3
304,"Atención: los delincuentes queman el juzgado en Tuluá, Valle del Cauca.Acordancia a la información reciente, el incendio no podría ser sofocado como los bloqueos y los hechos del vandalismo que se vivieron en el lugar no permitieron el paso de los bomberos. Por lo tanto, muchos deLos videos en las redes sociales contienen llamadas de aquellos que registran que dejan que el personal de rescate vaya a actuar a tiempo ... Congresista aseguró que se actuó su ciudad natal y que le pidió a las autoridades y al Gobierno, a la ingestión que hiciera todo lo posible para recuperar el pedido.. También habían denuncias en las redes sociales de supuestos excesos de la policía en la represión del día.",3
305,"Las protestas han dejado pérdidas por 3,000 millones de dólares, según el Ministerio de Finanzas, porque los Broadbloops han impedido que las fábricas reciban materia prima y evitadas la exportación de productos como el café y la caña de azúcar.",1
306,"El neumático y el aflojamiento del liberalismo con Duke ya tienen varios episodios. Desde el envío de Gaviria (su jefe único de él) contra la Carrasquilla hasta la invitación posterior de él ""Surround"" Duke. En el Congreso, el banco se ha movido a ese ritmo. Las representaciones que apoyaron a Molona fueron: Julián Hairstyle, jefe del liberalismo de Envigado (con tres exalcales procesados ​​por la corrupción) y un úbismo incondicional. John Jairo Roldán, está en la cámara desde 2010 y la fuerza electoral de él se centra en hermosos y algunos municipios de Bajo Cauca. Roldán buscará llegar al Senado en 2022 y la fórmula de él a la cámara será peinado, ¡así! Entre los senadores, no extraña el voto del cuestionario Julián Bedoya, un aliado del grupo político de la Universidad de Medellín (el mismo que procesó la tarjeta del abogado en tiempo expreso). El coequilipper de él en el grupo de renovación liberal, Juan Diego Echavarría (uno de los promotores del proyecto fallido para extender el período a Duke), se abstuvo de la votación.",1
307,"La policía emitió el saldo de los cinco días del desempleo nacional contra la reforma fiscal fallida del gobierno del duque. Mientras que la institución habla de 504 lesionadas uniformadas y asumidas docenas de investigaciones internas, los temblores ONG registraron 1,181 quejas por violencia policial.",3
308,"PETRO tiene que ver con el desempleo: Néstor Humberto Martínez.El exfiscal cree que el candidato de Colombia Humano está detrás de las manifestaciones. En la entrevista, la Directora de la Semana, Vicky Dávila, le preguntó a Martínez si porque él Petro tiene que ver con el desempleo, aLo que respondió: ""Definitivamente, tiene que hacerlo"". Añadió que es un hecho que el senador ha convocado a grandes movilizaciones y que las personas más cercanas a él son las que financian a aquellos que están en las calles "".Recuerde que el país que Petro convocó la mayor marcha en la historia de Colombia, su gente es el propietario y financiero de la primera línea, es decir, de la confrontación con el Essad. Es decir, no son solo de las marchas pacíficas, sinoDe los actos de violencia contra la autoridad "", dijo.Martínez se refiere al VAKI que promovió a Gustavo Bolívar para entregar elementos a los distribuidores de este grupo.",0
309,"El Muffin Nacional, Social, Popular y Comunitario de Popayán (Capital de la Cauca, Sudwest Colombia) denunció el lunes, a través de una declaración, el rechazo del diálogo por la Oficina del Fiscal y la Criminalización de la Protesta.",1
310,"Noche de Terror en Tuluá (valle): un muerto, saqueo y el juzgado de la incineración. ""Alrededor de las 10 de la noche fue la desafortunada noticia que tiene que ver con el cuerpo sin vida que llega a un centro de cuidado"", dijo General Rodríguez "".Se identifica como Camilo Andrés Arango, 18, estudiante, que aparentemente falleció por el arma de fuego. A la vez, se presenta la agresión de dos ciudadanos con arma de fuego que no son graves en este momento "", agregó. Hay una persona muerta, daño de millonariosY un ataque directo contra la institucionalidad, las autoridades ofrecen hasta $ 100 millones de pesos de recompensa a quienes conducen a los responsables de los hechos violentos durante el 25 de mayo.",3
311,"La personalería de Medellín tiene 216 revisiones de Latching de la ESMAD sin encontrar gases adeudados. Según el funcionario, hasta el momento, se han registrado tres quejas en este sentido, pero de la entidad con funciones de la oficina del fiscal en la capital de Antioquia no puede serconfirmado si las indicaciones son ciertas.",2
312,"El iniciado el 28 de abril se ha caracterizado por ser rico y fructífero en complejidad, al irradiarse de otras praxis de insumna, como la desobediencia civil y la revolución en su fase de EVE.También porque es una expresión de una resistencia multitudinosa que no se limitó al requisito de que el gobierno retire el proyecto de reforma fiscal.Como es bien conocido, sus resonancias van mucho más lejos.Bajo la punta del iceberg, hay una verdadera queja contra todo el pedido establecido;Esto es, contra la debacle del estado colombiano, que es una carga de las pandemias sociales: masacres, corrupción, violencia de género, inequidad, feminicidad, hambre, pobreza, desempleo, racismo, xenofobia, extractivismo, abuso de fuerza pública, impunidad, leyes de fondo,Bandas de cuello blanco ... En este orden de ideas, no nos enfrentamos a un espíritu corto, sino un largo aliento.Si deja de estar presente en un acto, estará en poder, como una fuerza latente.",2
313,"El desempleo nacional ha dejado un saldo de 21 víctimas mortales confirmadas relacionadas con las demostraciones. Esta es una cifra terrible que se debe agregar que de más de 2,000 hechos heridos, hechos que agregaron presión adicional a un sistema hospitalario ya conectado por el pico deLa pandemia. En un país como el nuestro, donde el valor de la vida siempre ha sido relativo, regresando a los momentos en que la ideología de alguien era una lápida en su espalda es muy triste. El desempleo acordó la polarización hasta los puntos antes de que se vea antes de que se vea la polarización.",3
314,"El presidente Iván Duque señaló que, aunque se deben garantizar los derechos de los ciudadanos, como la protesta pacífica, un Estado no debe tolerar el ""vandalismo, el terrorismo urbano de baja intensidad, que amenaza el orden constitucional"".",2
315,"El último monitoreo de riesgos y prevención de la afectación de los derechos humanos en Colombia del JEP destaca la ""aparición de las prácticas de autodefensa y paramilitarianismo para asustar a las personas involucradas en la protesta social"". La entidad informó que tienen evidencias del surgimiento de los ""grupos deLos civiles armados ""en al menos 27 ciudades realizan 56 acciones violentas entre el 28 de abril y el 30 de mayo.",3
316,"Dado que los grupos económicos manejan los medios de comunicación, no habrá posibilidad de cambio. Nunca habrá. Es por eso que, cuando enciende la televisión, llorará porque un banco quemado Sarmiento Angulo, se fundará al ver a la ESMAD, por lo que es bueno.Católicos, arrodillados al orar a un dios de la muerte. La protesta una vez más volverá a ser compuesta de marihuananes sin marcar, frente a la cruz de Dilan que está muy muerta. En el país de Sarmiento Angulo, los pobres son solo carne de cañón.",2
317,"En Bogotá, la mayoría de los engranajes se han llevado a cabo en las carreteras principales, afectaron la operación de transmilenio y, por lo tanto, los usuarios que han tenido que bajar del sistema de transporte y caminar a casa. Es por eso que ahora los bogotanos afectados pueden pedir un reembolso de ese pasaje queNo pudieron usar, pero que si se validaban en los armarios de las estaciones. ¿Cómo solicitar la reincorporación de mi pase en Transmilenio? Esta soledad se realiza para las personas que pagaron su paso, pero no pudieron completar su movilización por elEl sistema o si no abordaron ninguno de los autobuses durante las marchas que se han realizado desde el 28 de abril en la ciudad.",1
318,"Por lo tanto, ha instado a las autoridades colombianas a realizar investigaciones ""inmediatas, efectivas e independientes"" en referencia a las violaciones de los derechos humanos y los abusos cometidos desde el 28 de abril y, como resultado, a los responsables se rindieron.",1
319,"La frase ""Los héroes en Colombia existen"" se han tomado las redes. Dichos héroes son los comunes, los de los pies, los que, al unirse, tienen el poder de dar luz a un poder político prejurido y ilimitado, capaz de administrar a los delegados, modificar o abortar las instituciones injustas y poner las bases de una democracia real. , En una clave social y ecológica. La ciudad es resistente y valiente. Se ha demostrado una vez más que detener, protestar y rebelarse no es un acto estéril; Por el contrario, las grandes conquistas siempre han sido precedidas por grandes revoluciones. Con conciencia, pórfida y persistencia, las personas simples lideraron contra las cuerdas al gobierno, lograron acostar el proyecto de reforma y presionar de manera efectiva la renuncia a la Carrasquilla del Ministerio de Finanzas y el Crédito Público. Es un gesto importante, que está integrado con otros y debe completarse con los que siguen. A corto plazo, permanecen desempleados, presione la salida de Duke y derriba los nuevos proyectos de reforma de salud, en cuestiones de pensiones y laboristas; A mediano plazo, lucha contra las pandemias sociales que ha capturado el estado; A largo plazo, desmantelando el estado inconstitucional, con el fin de plantear un nuevo proyecto que protege la vida, la libertad, la igualdad y la felicidad.",2
320,"En un marco complejo, se vivió una situación inusual en las ciudades de Delaware donde se presentaron protestas. Durante las manifestaciones en Buenaventura, se conocía un video donde un marido con flores y tierra en forma de ojo que se acercaba a una mujer para expresar su amor.",0
321,"Una de las consecuencias políticas dejadas por el desempleo es que, de hecho, la protesta social validada como un mecanismo para lograr cambios en el país, el acuerdo de estado de diamante con los analistas",0
322,"La verdad es que la situación se está convirtiendo en color de hormigas cuando el presidente, irresponsable como cualquier improvisador, desata afirmaciones tontas e imprudentes en las redes sociales, asegurando sin evidencia de que el jefe de la oposición sea la causa, responsable y cultiva de los bloques de los que han tenidoir a algunos protestantes de desempleo para poder escuchar su voz, en la medida en que se ejecuta durante el mes de mayo, utilizando el jefe de mentira y el miedo de la manera más irresponsable como un arma de propaganda política para ganar elecciones en 2022.",2
323,"Son, aquellos que viven de los ingresos del estado y las empresas, aquellos que manipularon a jóvenes sin estudio y han perjudicado con su discurso político y desinformado a aquellos que buscan obtener su primer trabajo, que están en condiciones de pobreza, tothose queMantuvo sus trabajos por parte del subsidio de la nómina que salvó a las empresas para aquellos que trabajan y, a los que, es importante aclarar, sus condiciones de vida se habían mejorado, si no se había aprobado una reforma fiscal que ni siquiera se permitían discutir.No sean manipulados, abre los ojos, no los representan. Son aquellos que con ascensos de mety y políticos están manipulando la información, arrojados a partir de su angustia y reclamaciones, para obtener prebends y poner un riesgo grave a toda una sociedad..",2
324,"En un barrio del sur de Cali, civiles armados con pistolas y rifles para disparar a algunos manifestantes, con la policía a su lado. Argumentan que querían cuidar sus ""bienes"" de la ira popular. Después de 50 días de protestas, la clase odio fueDescubierto en la tercera ciudad más importante del país de Colombia y se unió a los problemas de la desigualdad y el racismo .Escobar fue uno de los que sacaron su pistola. Dice que hizo ""algunos disparos en el aire"" con una pistola automática, en los más sangrientos.Día de la llamada Llegada Nacional, que dejó 13 muertos en la ciudad.",3
325,"Duke dice que el informe del CIDH no defiende los derechos de los colombianos por igual. El presidente habló así durante la celebración del 70 años el dominio general de las fuerzas militares, donde defendió los procedimientos de la fuerza pública en los días protestas en el marco de la llegada nacional. ""Da tristeza muchas veces cuando vemos las pretensiones de algunos difamados, demuestran y satanizamos el papel histórico que FF ha cumplido. MM y Policía"", dijo. Según el presidente, en el informe de la CIDH, habría sido ""importante que en las reflexiones de los derechos humanos, se hiciera más énfasis y más precisión en violaciones flagrantes derivadas de actos de violencia, vandalismo y terrorismo urbano de baja intensidad. Y también cómo Bueno, era que el reflejo de estos derechos humanos podría mostrarse claramente que los bloqueos han sido una demostración de la vileza de que algunos pueden tener algunos para ver y limitar los derechos de los demás "". Amismo, reiteró que la Policía Nacional no estará separada de la Ministerio de Defensa porque es un debate que ya se ha dado y explicado en el país. ""Simplemente finge que es una separación de las impresiones preliminares que guían las derrotas de la institución es algo que no tiene asa. Debates en la democracia, bienvenidos"", subrayó.",2
326,"Por esta razón, el alcalde de Cali, Jorge Ivan Ospina, dijo que la llegada nacional estimuló una actividad delictiva en algunas áreas de la ciudad, que debe resolverse con los miembros del Fiscal General de la Nación y la Policía.",3
327,"""El odio consague el pensamiento"", explica. Explica. Ensegua en el corazón, es difícil arrancarlo ... "". Me gustó el texto de Echeverry, muy oportuno. Y agrego: ¿Cuánta culpa tienen los líderes políticos y de opinión en eso?¿Odio orgía? Es suficiente leer los tranvías de Gustavo Petro y los seguidores de él, o Álvaro Uribe y su propio; las entrevistas de expresión como César Gaviria (antiguos sabios de la tribu y los meros comederos de fuego) y los congresistas dichos congresistas.de ambos lados; o escuchar el radio de la mañana la rabiosa agresividad de muchos de los que preguntan y piensan; o revisar las redes sociales, donde tantos ponen su grano de pólvora para que la conflagración se extienda, incluida esa moda de la bandera colombiana de Colombia arriba, como si lo hiciera (poniendo la cabeza del país) no era una invitación subliminal al anarquismo.",1
328,"Desapareció durante el desempleo nacional en Colombia: las cifras no se apagan porque el Estado no lo busca. La discapacidad es un delito de la humanidad, típico de una dictadura, no una democracia. Colombia devuelve las alarmas, no solo para la violencia policial, sino antes deLa incongruencia de las figuras. ¿Por qué estas diferencias son tan grandes en las cifras de falta en el marco de las protestas? ""Creo que el problema entre las cifras oficiales y las recopiladas por otras entidades se puede presentar, entre otros, en el retraso deEl Defensor del Pueblo al tomar cartas en el asunto, ya que los mecanismos de Veeduría y Control se han reducido para comenzar a verificar los casos de violencia varones "", dice el antropólogo DW, Sebastián Lanz, una ONG que a través de litigios legales antes de que los tribunales legales buscan"" establecer un diálogo.entre el estado, las comunidades violadas y las comunidades incomunicadas "".",3
329,"El Director de FEDESARROLLO anunció que el pronóstico de crecimiento de la economía colombiana en 2021 se revisará hacia arriba a pesar de la situación del orden público que está experimentando el país. Dijo que ""los sorprendentes datos del crecimiento en el primer trimestre del año, elLa aceleración del proceso de vacunación en las últimas semanas y la base de baja comparación de 2020 involucra que la tasa de crecimiento del PIB de 2021 sería superior al 4,8% que predinemos a principios de año "". Estas cifras de los contrastes de desarrollo de la Federación con los que el Ministro deFinance dijo, quien calculó las pérdidas en $ 10 mil millones.",0
330,"Este 21 de junio, Colombia superó el doloroso número de 100 mil muertos de COVID-19, una situación que sorprendió al país y causó múltiples reacciones, entre ellas, la del Presidente de la República, Iván Duque, que no solo lamentó la situación,pero también responsable del desempleo nacional de esta situación; Después de las declaraciones de él, Gustavo Petro pronto reaccionó.",3
331,"Durante las últimas horas, un video era viral en el que se ve un hombre que golpea a su hijo directamente estará dentro de una demostración en el sector de Yomasa, en la Souternidad de la capital. En el video que parece, aparentemente, el joven es capturado por el joven.Los agentes de la guardia de la ESMAD; segundos después, su padre viene a ""rescatarlo"", pero la respuesta del papá era sorprendente. En lugar de ""darle una mano"", literalmente decidió golpearlo a su hijo por elAcciones de él en las calles y no tuvieron en cuenta el aspecto de todos aquellos que estaban en el lugar.",0
332,"""Es doloroso que usemos niños con fines políticos y quizás la guerra"": Director de la ICBF.Las imágenes de niños muy pequeños, al aparentemente recibiendo capacitación de miembros de la primera línea en Medellín, han causado indignación. El Ministro de Defensa, elAlcalde, la personalería y el Defensor del Pueblo de las personas también pronunciamos. Las primeras líneas del país han despertado un debate sobre las protestas pacíficas y cómo se vuelve violenta, después de más de dos meses de disturbios en todo el país. Para las semanas, se sabe queEntre los miembros hay menores de edad, pero en las últimas horas, la controversia creció por las imágenes de los presuntos miembros de esos grupos, capacitando a niños muy pequeños en el parque deseos de la capital de la capital de Antioquia.",2
333,"A través de su cuenta de Twitter, el director de la División de las Américas del Reloj de Derechos Humanos, José Miguel Vivanco, dijo que la Organización tiene evidencia de que los miembros de la policía habrían asesinado al menos a los 20 manifestantes durante los días de desempleo nacional en el país. Vivanco dijo: ""NosotrosHan documentado cada caso con evidencia de primera mano, incluidos informes médicos y forenses, entrevistas con testigos, familiares y abogados de víctimas y autoridades judiciales, y la verificación de videos "".",3
334,"Ese fue el caso de un joven bogotan, quien después de participar en el desempleo el 2 de junio, donde aparentemente asistió a las mentiras, fue descubierto por su padre, que no dudó de poner un tremendo regaño público, frente a los protestantes y policías que fueron en el lugar. Según el video, el joven podría haber tenido un altercado con el uniformado (que lo había rodeado) para que su padre se veía obligado a sacarlo de problemas y estaba allí donde se desataba toda la situación del video, que hoy Inunda las plataformas. Una vez que llegó el Padre, dejó que su indignación viniera de las mentiras en medio de los gritos de su hijo, a quien él en medio de los gritos le preguntó: ""¿Qué vino, Goe *?, Para protestar por qué? ... Dime Una sola razón, ¿qué protestaste? """" Con mentiras, con tantas mentiras ... no conoce un cul * del país y viene a protestar aquí, no sabe nada, no se conoce ni ella misma, ""El padre continúa, mientras el joven se avergonzaba y en silencio, cuece su cabeza esperando que todo termina.",0
335,"La CIDH también documentó la preocupación de los colombianos en las interrupciones del servicio de Internet en el contexto de las protestas. Según dicho, esto habría generado un escenario de obstrucción de las quejas sobre el acto de la fuerza pública. Los informes recibieron enseñar tanto el posible uso de la tecnología destinada a inhibir o restringir la señal de Internet, como el bloqueo de las direcciones de Internet que contenían información sobre las protestas. Otra preocupación por la Comisión de Tecnología es la repetida queja que recibió el perfil de los usuarios de redes sociales, participantes o no de las protestas. Alcanzó que ""caracterización genérica a través de términos como el terrorismo, el vandalismo o los delincuentes estigmatiza los principios, activa un entorno hostil al ejercicio de la protesta y la libertad de expresión en Internet. La Relatoría Especial para la Libertad de Expresión ha indicado que las sanciones penales por la La difusión de supuestamente información falsa podría presentar la región a una lógica de criminalizar expresiones sobre temas de interés público y establecer una herramienta con un fuerte efecto inhibitorio.",2
336,"Una de las consecuencias políticas dejadas por desempleo es que, de hecho, la protesta social validada como mecanismo para lograr cambios en el país, según los analistas.",0
337,"Organizaciones no gubernamentales (ONG) Indepaz y Tremmers denuncian el lunes que durante los dos meses de desempleo nacional en Colombia, que se ha desarrollado bajo el ""uso excesivo de la violencia por la fuerza pública"", se han cometido 75 asesinatos.",3
338,"""Gustavo Petro instigó el desempleo y no rechazó la violencia"": Enrique Peñalosa. El exalcalde de Bogotá habló sobre la ventaja de Gustavo Petro en los otros candidatos para las elecciones 2022, en la encuesta de National Consulting Center durante la semana. Por esa razón, los dos fueron consultados sobre el choque que Gustavo Petro Nern tiene esta encuesta. Aunque se queda en el primer lugar de la intención de la votación, bajó cuatro puntos en relación con los resultados anteriores y logró un 21%. Enrique Peñalosa fue la más crítica con el exalcalde de Bogotá y señaló que esta pérdida porcentual es una consecuencia elemental del desempleo nacional. ""Es cierto que Gustavo Petro instigó el tema del desempleo y realmente no fue lo suficientemente claro y oportuno rechazando la agresividad y los bloqueos que tenía. La ciudadanía lo sabe"", dijo Peñalosa. Además, indicó que Petro está teniendo un desgaste natural en las luchas constantes en las redes sociales y el radicalismo en los mensajes de él.",0
339,"Hasta el 28 de mayo, 2021, cuando fue un mes de movilizaciones en Colombia por la llegada nacional, la Fundación para la Libertad de Prensa (Flip) registró 165 violaciones de la libertad de prensa que han dejado a 186 víctimas. En los eventos más severos, allí.son: 59 agresiones físicas; 31 amenazas; y 6 detenciones ilegales. En este contexto, las mujeres periodistas han sido víctimas de 30 agresiones, entre las cuales se encuentran las agresiones físicas (10), el robo o la eliminación del material periodístico (5), arrestos ilegales (3).) y amenazas (4).",3
340,"Con 599 muertes por Covid reportó ayer, es el cuarto día consecutivo que se registra una nueva disminución de las muertes en el país. En opinión del hecho de que el tercer pico está lejos de ser bajo control, la semana pasada más de 140 asociaciones de laLa comunidad científica y el sector de la salud pidieron al gobierno que pospongan la reapertura económica. Mientras tanto, el gobierno aún está ocupado señalando al desempleo como el único culpable de la crisis.",2
341,"El pastel de Empanadas y la yuca sufre las consecuencias del desempleo nacional ... Estos dos alimentos sufren las consecuencias de los desempleados nacionales. Dia a la falta de materia prima, existen graves problemas para prepararlos. FLOOL, azúcar, huevo, papa yyuca escasa.",0
342,"El objetivo del impuesto se logró, pero las protestas no se detuvieron. Con cada día que ha pasado hasta el 28 de mayo, la reforma de la salud se ha planteado y también se ha ""llevado a la renovación de Hacienda y Claudia Blum al extranjero.Ministerio) y Thecopa América, de la que Colombia iba a ser sede.",1
343,"Es decir, ""les conviene que hay algunos chicos que lanzan piedras, manteniendo a la policía entretenida y no persiguiéndolos y sus ingresos criminales. Todo lo que se mezcla de una manera complicada. Ahora, no es lo mismo un vandalismo que pagó la olla.del tráfico de drogas que el chico humilde de Kennedy que está protestando con el arte y la cultura. Si los combinamos, estigamos y creamos más tensión. Vamos a tener cuidado de usar el canal apropiado "".",2
344,"Aunque el Comité de Desempleo ha encabezado muchas de las protestas, no representa a grupos juveniles o indígenas que también han organizado marchas y se reunieron barricadas en ciudades como Cali y La Washington, Bogotá. Estos grupos negocian actualmente por separado con las autoridades municipales.",0
345,"Del Comité de Detener a una campaña presidencial, Jennifer Pedraza salta a la arena política. El líder estudiantil será el Jefe de Debate del Presidencial Preescolar Jorge Enrique Robledo.Jennifer Pedraza, Activista reconocido que ha conocido al país por su participaciónEn las diferentes movilizaciones que se han realizado en los últimos meses, anunció en sus redes sociales que será el Jefe de Debate de la Dirección Presidencial Jorge Enrique Robledo.",0
346,"Por medio de la cancelación 17 de 2021, el Ministerio de Educación ordena a los maestros y gerentes de los colegios oficiales a reponer las clases perdidas durante el desempleo nacional. Se solicita la reposición del tiempo para la participación total o parcial de los maestros y gerentes en el cese de las actividades duranteDesempleo nacional.",0
347,"Los diálogos anteriores entre el Comité Nacional del Comité y el Gobierno parecen estancados después de la reunión privada que se llevó a cabo el jueves y que ambas partes dieron versiones muy diferentes. El presidente de la Central Unitaria de Trabajadores (Corte), Francisco Maltés, lamentó quePor el gobierno nacional no hubo respuesta al documento de garantías para el ejercicio de la protesta que se había basado el lunes.",2
348,"Adjunto con bombas bombales en Cúcuta: ¿Tienes que repensar la seguridad en las unidades militares? Por su parte, el congresista Ciro Ramírez dijo que el fondo del asunto es que ""hay un ataque claro contra todos los colombianos, hemos fortalecido grupos delictivos, enérgicos., los espacios ocupados que quedan las antiguas FARC, se fortalecieron porque hoy Colombia está llena de cocaína, y eso permite fortalecer las economías ilegales "". El senador del Centro Democrático aprovechó la oportunidad de comparar el desempleo nacional, que ha sido un ataque terrorista porMás de un mes, ""el desempleo y el bloqueo fue un ataque terrorista porque los colombianos vieron cómo secuestraron a la tercera ciudad en el país, quemaron 27 ciudades, atacaron misiones médicas y solo el día en que anuncian la suspensión de las protestas que vemos.comportamiento.",3
