,Item (Texto),SesgoMode
250,"Los oficiales de policía son héroes: la firme defensa del Ministro Molano durante el movimiento de la censura. El funcionario respondió a los ataques que la oposición lo hizo, quien lo enfrentó bajo el argumento de que la Orden Pública ha sido manejada durante el desempleo nacional. En este punto, destacó el papel del escuadrón anti-tisturbano móvil, donde dijo que aquellos que integraron estas unidades eran héroes. ""Quiero hablar de la ESMAD, que afecta a las manifestaciones son violentas y no a la ESMAD (...), me gustaría invitarlos (congresistas) a hablar con un policía de ESMAD, los oficiales de policía son algunos héroes, 105 países de El mundo tiene a la policía como la ESMAD, y la de Colombia es una de las reconocidas, se regulan, tiene capacitación formada en derechos humanos, e incluso así, así como si estuvieran en contra de la sociedad cuando buscan garantizar la manifestación pacífica "", dijo Molano. . De la misma manera el rechazo del prejugrado de que la fuerza pública ha recibido durante su acción en el desempleo nacional ""Por supuesto, hemos sido prejuzgados de todo tipo de delitos, mientras que muchas veces la mentira va rápido, se mueve en las redes, a la Los funcionarios nos corresponden a decir la verdad, aquí no se puede atar a estigmatizar la protesta, se ha garantizado, se han garantizado miles de colombianos, más de 8,000 actividades en más de 700 municipios de Colombia, esa responsabilidad y asume que fuerza pública. con cada garantía "".",1
251,"La frase ""Los héroes en Colombia existen"" se han tomado las redes. Dichos héroes son los comunes, los de los pies, los que, al unirse, tienen el poder de dar luz a un poder político prejurido y ilimitado, capaz de administrar a los delegados, modificar o abortar las instituciones injustas y poner las bases de una democracia real. , En una clave social y ecológica. La ciudad es resistente y valiente. Se ha demostrado una vez más que detener, protestar y rebelarse no es un acto estéril; Por el contrario, las grandes conquistas siempre han sido precedidas por grandes revoluciones. Con conciencia, pórfida y persistencia, las personas simples lideraron contra las cuerdas al gobierno, lograron acostar el proyecto de reforma y presionar de manera efectiva la renuncia a la Carrasquilla del Ministerio de Finanzas y el Crédito Público. Es un gesto importante, que está integrado con otros y debe completarse con los que siguen. A corto plazo, permanecen desempleados, presione la salida de Duke y derriba los nuevos proyectos de reforma de salud, en cuestiones de pensiones y laboristas; A mediano plazo, lucha contra las pandemias sociales que ha capturado el estado; A largo plazo, desmantelando el estado inconstitucional, con el fin de plantear un nuevo proyecto que protege la vida, la libertad, la igualdad y la felicidad.",-1
252,"Análogamente, el lunes por la mañana, en Yumbo, al norte de Cali, el esquad habría enviado un tanque para terminar la protesta. Use las armas de guerra contra civiles desarmados en las calles, mientras que, en paralelo, se presentan diversas situaciones; ""Dos bicicletas de la policíaTomó Henry [I], uno de nuestros cascos azules "", dice Jonathan, quien, hasta este día, no tiene noticias"". Queremos que los medios vengan aquí y veamos lo que está sucediendo. Esto es nuestra mejor arma: información "",Agrega Peri, también de la resistencia al paso.De hecho, denuncian que la policía está sobornando con dinero a la población a cambio de información sobre la identidad de los jóvenes que constituyen la primera línea.",-1
253,"""La primera línea es un grupo de jóvenes dispuestos a enfrentar escudos, para repeler los ataques policiales contra los manifestantes"", explica Jonathan [1], uno de estos gavroches latinos, que forma parte de los 60 a 80 jóvenes presentes en Puerto Relleno,Al norte de la ciudad, en la carretera que conduce al aeropuerto de Alfonso Bonilla Aragón y a La Panamericana, un sitio que ha sido renombrado como resistencia al puerto y se ha convertido en un lugar emblemático en los escudos de Cali.its: placas de metal, protecciones hechas a mano hechas con abiertas y aplastadasPueden las armas contra la fuerza pública, que los enfrenta con municiones letales y tanques: piedras. La situación está lejos de ser como la guerra de los botones.",-1
254,"La Federación de Emprendedros de Transporte de Carga (Federanscarga) analizó los viajes de carga realizados entre el 28 de abril, cuando comenzó el desempleo, al 15 de junio, y los comparó con el mismo período de 2020, la fecha en que hubo en las restricciones de los pais.sobre el aislamiento obligatorio, y encontró que se tomó una reducción en la carga del 3,1%.",0
255,"Las exportaciones de café cayeron un 11% en junio debido a los bloques nacionales de desempleo. Las exportaciones de COFFEE de Colombia recuperaron mucha tierra desde la tierra en junio y cayeron solo un 11%, en 986,000 bolsas de 60 kg de café verde, en comparación con 1,11 millones de sacos.Exportado en el mismo mes de 2020.Bueno, las exportaciones de café aún no han podido destacar, vale la pena destacar el importante trabajo logístico realizado para alcanzar el nivel actual de envíos, después del puerto principal de Colombia, Buenaventura, donde se va.Más del 60% desde el café del país, durará más de 40 días bloqueados, explicó el gerente general de la Federación Nacional de Café, Roberto Vélez Vallejo.",0
256,"Por primera vez en décadas, los trabajadores, campesinos, indígenas y estudiantes fueron organizados para protestar por la protesta; La caída de la reforma fiscal en medio de una emergencia fiscal mostró grietas en un modelo económico hasta ahora sólido y la capacidad de los políticos para generar confianza yLas resoluciones parecen más limitadas que nunca. En menos 42 personas han muerto, según el Defensor del Pueblo. Se han lesionado. Los cientos han pasado días perdidos. El país ha visto, vive y vive, cientos de abuso policial y algunos tiroteos entre colombianos.",-1
257,"Tengo la impresión de que los colombianos están aún más polarizados que a principios del año y que la concordia social, por lo que, en ocasiones, en los que necesitamos una reactivación económica con el esfuerzo de todos, puede desaparecer sin remediar. Muchos leen esta situación como una clara indicación deEl brote social, aunque la escasa capacidad en las manifestaciones niega esa percepción. Más que una explosión, sufrimos una fractura social.",0
258,"Los expertos, incluir al ministro, acordarán que es difícil saber exactamente cuánta responsabilidad por las protestas en la crisis de la salud, porque el brote coincidió con varias medidas de reapertura de la actividad económica, y la llegada, probada por las autoridades, deAl menos dos de las cuatro variantes de COVID-19 que exacerban la transmisibilidad.",0
259,"El martes, el Ministro de Defensa de Colombia, Diego Molano Aponte, informó a través de su cuenta de Twitter verificada que ""Vandals"" han quemado el Palacio de Justicia de Tuluá, en el Departamento del Valle de Cauca. Tales lesionado, lesionado o muerto.",0
260,"""No creen que estuviéramos cometiendo barricadas, estamos construyendo el país democrático que toda la Colombia merece ante la discapacidad actual. Algo, ya que las soluciones exploradas por el equipo económico que comienza a trabajar es lo que la gente demanda en las calles"", escribió Petro sobre elreunión. La cantante de Tecno Lanera decidió responder al anuncio de un futuro gobierno que hizo de Petro, reiterando las críticas que mantiene contra el líder político "". Alguien que le dice que está alucinando ... Quiero fumar de eso que vendaPara ver si lanzaron la presidencia "", escribió Marbelle en su cuenta de Twitter, en un mensaje que decoró con emoticonos de risa.",0
261,"Dada la presión internacional de los organismos, como la ONU, Amnistía Internacional o la Comisión Interamericana de Derechos Humanos, el Presidente de Colombia, Ivan Duque, anunció el 6 de junio de 2021 una transformación de la Policía Colombiana para fortalecer el respeto por los Juntos Juntos.la transformación se consigna en un proyecto de ley que se presentará al Congreso, al comienzo de la próxima legislatura, es decir, a mediados del próximo año y, en caso de que las elecciones ganan. La respuesta bancaria progresiva fue reportar la ""estética"" deUna medida que no resolverá los problemas de Colombia. Esta era la razón por la que se denunció el senador Iván Cepeda: ""Ahora, el Ministerio de Defensa se llamará Ministerio Nacional de Defensa y Seguridad Ciudadana y la Policía tendrá un uniforme azul. ¿Este cosmético EE.UU. Duke para esconderseLas misivas violaciones de derechos humanos y la necesidad de cambios estructurales de la policía y las fuerzas armadas "".",-1
262,"Antes de los rivales irreconciliables en los tribunales, hoy colegas en protestas sociales. Los fanáticos de la club con historia de largas enemigos en Colombia se unieron sus voces para rechazar la realización de la Copa América 2021 que su país tuvo que recibir junto con Argentina. Y los fanáticos lo obtuvieron, los fanáticos.y la población en general "". ¡No juegues, la copa no se juega!"", Los seguidores de diferentes equipos gritaron con pancartas que oraron ""Si no hay paz, no hay fútbol"" y logró el impensable. Colombia perdió la sede porLa decisión de la condena y los fanáticos del fútbol celebran lo que consideran un triunfo social, por encima de sus preferencias deportivas.",0
263,"La manifestación se concentró a las 10 en punto de la mañana en el puente del sur, en el sur de Medellín. De ahí comenzó, también por el sur a la estación de Itagüí de la metro. Sala 4:30 de la tarde, la situación.Salió de control cuando, según las quejas y videos en las redes sociales, los manifestantes comenzaron a generar daños a algunas estructuras.",0
264,"Aunque muchas historias han estado tristes, también están felices y trastornadas. En el caso de 'Capitán Colombia' ha generado mucha expectativa, porque aunque es desconocido, es desconocido, se sabe que participa dentro de la primera línea.'En las protestas. Pero en medio de este revuelo, también se ha utilizado en memes, ha recibido cumplidos y roba la mirada de más de uno. Muchos, le ofrecieron el héroe de las protestas, ya que es responsable de estosse llevará a cabo pacíficamente y cuando se presenten trastornos, es el primero en salir a defender a las personas que lo rodean. Las demostraciones que se han dado en Colombia desde el 28 de abril han sido un escenario de múltiples historias y personajes, entre ellos, el famoso'Capitán Colombia'.",0
265,"Aunque el Gobierno expresó toda su voluntad de continuar con los diálogos, solicitó a los líderes del desempleo nacional, con respecto al mes en Colombia, que las carreteras están desbloqueadas, en beneficio de la población colombiana que se ha visto afectada por este asunto..",1
266,"Aunque la desigualdad ya ha estado empeorando incluso antes de la pandemia, fue sorprendente entre 2019 y 2020, cuando 375,990 personas cayeron en pobreza a 22 millones de habitantes. Con nada que perder, estos mismos jóvenes escalaron el pulso cerrando las calles enteras para establecerse en verdad.Campamentos urbanos que exasperan una buena parte de la población que sufre con esos bloqueos.",0
267,"Miembros del Comité Nacional de comparación, un grupo compuesto por sindicatos y organizaciones estudiantiles, señaladas en la conferencia de prensa que suspenderán las marchas que se habían llevado a cabo cada semana para evitar la muerte de más manifestantes a manos de la policía.y también para reduzca los contagios de coronavirus en el país, que registra un número récord de muertes relacionadas con la enfermedad.",0
268,"PETRO tiene que ver con el desempleo: Néstor Humberto Martínez.El exfiscal cree que el candidato de Colombia Humano está detrás de las manifestaciones. En la entrevista, la Directora de la Semana, Vicky Dávila, le preguntó a Martínez si porque él Petro tiene que ver con el desempleo, aLo que respondió: ""Definitivamente, tiene que hacerlo"". Añadió que es un hecho que el senador ha convocado a grandes movilizaciones y que las personas más cercanas a él son las que financian a aquellos que están en las calles "".Recuerde que el país que Petro convocó la mayor marcha en la historia de Colombia, su gente es el propietario y financiero de la primera línea, es decir, de la confrontación con el Essad. Es decir, no son solo de las marchas pacíficas, sinoDe los actos de violencia contra la autoridad "", dijo.Martínez se refiere al VAKI que promovió a Gustavo Bolívar para entregar elementos a los distribuidores de este grupo.",1
269,"Los expertos consultados por Forbes concluyen que, a excepción de la retirada de las exenciones fiscales, principalmente, las concedidas en el impuesto de 2019 a los bancos y ultrashíficos; y con los que podrían alcanzarse 9 mil millones de pesos, no vean dónde obtener másDinero a menos que sea a través de otra reforma fiscal. Parece que los expertos escaparon el pequeño detalle que Colombia en la corrupción se le da 50 mil millones de pesos por año. Por año, porque, si dejan de robar, ¡nos alcanzaría?",-1
270,"Atención: los delincuentes queman el juzgado en Tuluá, Valle del Cauca.Acordancia a la información reciente, el incendio no podría ser sofocado como los bloqueos y los hechos del vandalismo que se vivieron en el lugar no permitieron el paso de los bomberos. Por lo tanto, muchos deLos videos en las redes sociales contienen llamadas de aquellos que registran que dejan que el personal de rescate vaya a actuar a tiempo ... Congresista aseguró que se actuó su ciudad natal y que le pidió a las autoridades y al Gobierno, a la ingestión que hiciera todo lo posible para recuperar el pedido.. También habían denuncias en las redes sociales de supuestos excesos de la policía en la represión del día.",0
271,"Las protestas han dejado pérdidas por 3,000 millones de dólares, según el Ministerio de Finanzas, porque los Broadbloops han impedido que las fábricas reciban materia prima y evitadas la exportación de productos como el café y la caña de azúcar.",1
272,"El neumático y el aflojamiento del liberalismo con Duke ya tienen varios episodios. Desde el envío de Gaviria (su jefe único de él) contra la Carrasquilla hasta la invitación posterior de él ""Surround"" Duke. En el Congreso, el banco se ha movido a ese ritmo. Las representaciones que apoyaron a Molona fueron: Julián Hairstyle, jefe del liberalismo de Envigado (con tres exalcales procesados ​​por la corrupción) y un úbismo incondicional. John Jairo Roldán, está en la cámara desde 2010 y la fuerza electoral de él se centra en hermosos y algunos municipios de Bajo Cauca. Roldán buscará llegar al Senado en 2022 y la fórmula de él a la cámara será peinado, ¡así! Entre los senadores, no extraña el voto del cuestionario Julián Bedoya, un aliado del grupo político de la Universidad de Medellín (el mismo que procesó la tarjeta del abogado en tiempo expreso). El coequilipper de él en el grupo de renovación liberal, Juan Diego Echavarría (uno de los promotores del proyecto fallido para extender el período a Duke), se abstuvo de la votación.",-1
273,"La policía emitió el saldo de los cinco días del desempleo nacional contra la reforma fiscal fallida del gobierno del duque. Mientras que la institución habla de 504 lesionadas uniformadas y asumidas docenas de investigaciones internas, los temblores ONG registraron 1,181 quejas por violencia policial.",0
274,"La criminalización del derecho a protestar, que cuando la única herramienta es cortar una ruta o hacer que una demostración artística comience la persecución a través de las redes sociales, para derribarlos, hacer que se pierdan de vista, los golpeen, los torturan, generan miedo.NO HECHOS AISLADOS AISLADOS porque es una política estatal para eso ocurra. Hay una garantía. La ESMAD y la policía actúan y violan los derechos humanos sabiendo que son aplaudidos y decorándolos. También la cerca de los medios de comunicación de los grandes medios de comunicación que victimizan al agresor.. Hágalo parecer que los manifestantes son vándalos y los que disparan son los buenos y ""buenas personas"". Para los medios de comunicación, los violentos son aquellos que están defendiendo con una hoja de hoja, y los buenos son los que están disparandoLos gases vencidos, a los ojos, a los que se detienen y torturan arbitrariamente.",-1
275,"El Muffin Nacional, Social, Popular y Comunitario de Popayán (Capital de la Cauca, Sudwest Colombia) denunció el lunes, a través de una declaración, el rechazo del diálogo por la Oficina del Fiscal y la Criminalización de la Protesta.",0
276,"Noche de Terror en Tuluá (valle): un muerto, saqueo y el juzgado de la incineración. ""Alrededor de las 10 de la noche fue la desafortunada noticia que tiene que ver con el cuerpo sin vida que llega a un centro de cuidado"", dijo General Rodríguez "".Se identifica como Camilo Andrés Arango, 18, estudiante, que aparentemente falleció por el arma de fuego. A la vez, se presenta la agresión de dos ciudadanos con arma de fuego que no son graves en este momento "", agregó. Hay una persona muerta, daño de millonariosY un ataque directo contra la institucionalidad, las autoridades ofrecen hasta $ 100 millones de pesos de recompensa a quienes conducen a los responsables de los hechos violentos durante el 25 de mayo.",0
277,"La personalería de Medellín tiene 216 revisiones de Latching de la ESMAD sin encontrar gases adeudados. Según el funcionario, hasta el momento, se han registrado tres quejas en este sentido, pero de la entidad con funciones de la oficina del fiscal en la capital de Antioquia no puede serconfirmado si las indicaciones son ciertas.",1
278,"El desempleo nacional ha dejado un saldo de 21 víctimas mortales confirmadas relacionadas con las demostraciones. Esta es una cifra terrible que se debe agregar que de más de 2,000 hechos heridos, hechos que agregaron presión adicional a un sistema hospitalario ya conectado por el pico deLa pandemia. En un país como el nuestro, donde el valor de la vida siempre ha sido relativo, regresando a los momentos en que la ideología de alguien era una lápida en su espalda es muy triste. El desempleo acordó la polarización hasta los puntos antes de que se vea antes de que se vea la polarización.",0
279,"El presidente Iván Duque señaló que, aunque se deben garantizar los derechos de los ciudadanos, como la protesta pacífica, un Estado no debe tolerar el ""vandalismo, el terrorismo urbano de baja intensidad, que amenaza el orden constitucional"".",1
280,"El último monitoreo de riesgos y prevención de la afectación de los derechos humanos en Colombia del JEP destaca la ""aparición de las prácticas de autodefensa y paramilitarianismo para asustar a las personas involucradas en la protesta social"". La entidad informó que tienen evidencias del surgimiento de los ""grupos deLos civiles armados ""en al menos 27 ciudades realizan 56 acciones violentas entre el 28 de abril y el 30 de mayo.",0
281,"Dado que los grupos económicos manejan los medios de comunicación, no habrá posibilidad de cambio. Nunca habrá. Es por eso que, cuando enciende la televisión, llorará porque un banco quemado Sarmiento Angulo, se fundará al ver a la ESMAD, por lo que es bueno.Católicos, arrodillados al orar a un dios de la muerte. La protesta una vez más volverá a ser compuesta de marihuananes sin marcar, frente a la cruz de Dilan que está muy muerta. En el país de Sarmiento Angulo, los pobres son solo carne de cañón.",-1
282,"Allí, por ley, los detenidos deben tener la presencia de la Fiscalía de la Fiscalía para verificar el respeto por los derechos humanos "". Pero lo que hemos visto durante el desempleo nacional es que la policía ha llevado a las personas a otro tipo de instalaciones, e incluso, como enPereira, centros de detención clandestina "", explica Lanz.El otro tipo de arrestos que pueden estar teniendo en cuenta los informes faltantes son ""las capturas de manifestantes o personas que están cerca de los lugares de protesta, que están directamente acusados de delitos, como el terrorismo sin evidencia"". Y con precisión porque, según los temblores., ni el Defensor del Pueblo o Personista ni el Fiscal General están actuando, que ONG anuncia el lanzamiento de ""un plan de emergencia en busca de la falta"".",-1
283,"Por lo tanto, ha instado a las autoridades colombianas a realizar investigaciones ""inmediatas, efectivas e independientes"" en referencia a las violaciones de los derechos humanos y los abusos cometidos desde el 28 de abril y, como resultado, a los responsables se rindieron.",0
284,"La historia desgarradora de los campos de ángel, patrullero que intentó quemar vivo durante el desempleo. El uniformado fue quemado por una bomba de Molotov, en medio de los fuertes disturbios el miércoles en Bucaramanga. Otros dos patrulleros fueron heridos en actos vandalicos. Rechazamos los actos vandalicos y delictivos registrados esta noche contra la vida e integridad de nuestros policías en Bucaramanga. Tres colegas resultaron heridos con bombas de fuego y objetos contunzados "", dijo la policía en Twitter, después de lo que sucedió en la capital de Santander"". Fue una reunión de amigos, compañeros "": El líder social Diana Parafán critica la reunión de la CIDH con las víctimas. Los La pertenencia uniformada a la Esmad dijo que estaba bastante deprimida y psicológicamente afectada por lo que sucedió contra él el miércoles, porque no pensó que una situación de aquellos le sucedería "". Esperaba que mi familia me esperara en mi casa, eso Hoy en día, que estoy sirviendo un año, más de la vida podría compartir con ellos "", dijo el uniformado, que se recupera en una clínica.",0
285,"La verdad es que la situación se está convirtiendo en color de hormigas cuando el presidente, irresponsable como cualquier improvisador, desata afirmaciones tontas e imprudentes en las redes sociales, asegurando sin evidencia de que el jefe de la oposición sea la causa, responsable y cultiva de los bloques de los que han tenidoir a algunos protestantes de desempleo para poder escuchar su voz, en la medida en que se ejecuta durante el mes de mayo, utilizando el jefe de mentira y el miedo de la manera más irresponsable como un arma de propaganda política para ganar elecciones en 2022.",-1
286,"Son, aquellos que viven de los ingresos del estado y las empresas, aquellos que manipularon a jóvenes sin estudio y han perjudicado con su discurso político y desinformado a aquellos que buscan obtener su primer trabajo, que están en condiciones de pobreza, tothose queMantuvo sus trabajos por parte del subsidio de la nómina que salvó a las empresas para aquellos que trabajan y, a los que, es importante aclarar, sus condiciones de vida se habían mejorado, si no se había aprobado una reforma fiscal que ni siquiera se permitían discutir.No sean manipulados, abre los ojos, no los representan. Son aquellos que con ascensos de mety y políticos están manipulando la información, arrojados a partir de su angustia y reclamaciones, para obtener prebends y poner un riesgo grave a toda una sociedad..",1
287,"En un barrio del sur de Cali, civiles armados con pistolas y rifles para disparar a algunos manifestantes, con la policía a su lado. Argumentan que querían cuidar sus ""bienes"" de la ira popular. Después de 50 días de protestas, la clase odio fueDescubierto en la tercera ciudad más importante del país de Colombia y se unió a los problemas de la desigualdad y el racismo .Escobar fue uno de los que sacaron su pistola. Dice que hizo ""algunos disparos en el aire"" con una pistola automática, en los más sangrientos.Día de la llamada Llegada Nacional, que dejó 13 muertos en la ciudad.",0
288,"Las medidas más denigrantes de sujeción y engaño, arbitrariedad y violencia, capitada por el estado, generalmente a menudo se enfrentan a los partidos democráticos, lo que lleva a la creatividad y la conciencia de puntos máximos.Diálogo de arte de la ciudadanía con la política de barril;Los estudiantes plantean una sola voz con la clase trabajadora en acto y energía;Las mujeres protagonizaron las luchas por el reconocimiento y la redistribución, así como la negrura y la fuerza campesina de origen indígena, que llora una verdadera reforma agraria;Los ecólogos agregan la asamblea como sea posible para reinventar nuestras relaciones con la naturaleza, de modo que la fractura metabólica se supere.Esta y otra constelación de subjetividades y colectividades se reúnen cuando se luchan por un sueño de reclamaciones y emancipaciones se trata, articulan la teoría y la praxis, así como las dos fuerzas constitutivas de la voluntad, la racionalidad y la emoción.Paro es una de las diferentes maneras de lidiar con la arbitrariedad.",0
289,"Por esta razón, el alcalde de Cali, Jorge Ivan Ospina, dijo que la llegada nacional estimuló una actividad delictiva en algunas áreas de la ciudad, que debe resolverse con los miembros del Fiscal General de la Nación y la Policía.",0
290,"""El odio consague el pensamiento"", explica. Explica. Ensegua en el corazón, es difícil arrancarlo ... "". Me gustó el texto de Echeverry, muy oportuno. Y agrego: ¿Cuánta culpa tienen los líderes políticos y de opinión en eso?¿Odio orgía? Es suficiente leer los tranvías de Gustavo Petro y los seguidores de él, o Álvaro Uribe y su propio; las entrevistas de expresión como César Gaviria (antiguos sabios de la tribu y los meros comederos de fuego) y los congresistas dichos congresistas.de ambos lados; o escuchar el radio de la mañana la rabiosa agresividad de muchos de los que preguntan y piensan; o revisar las redes sociales, donde tantos ponen su grano de pólvora para que la conflagración se extienda, incluida esa moda de la bandera colombiana de Colombia arriba, como si lo hiciera (poniendo la cabeza del país) no era una invitación subliminal al anarquismo.",1
291,"Desapareció durante el desempleo nacional en Colombia: las cifras no se apagan porque el Estado no lo busca. La discapacidad es un delito de la humanidad, típico de una dictadura, no una democracia. Colombia devuelve las alarmas, no solo para la violencia policial, sino antes deLa incongruencia de las figuras. ¿Por qué estas diferencias son tan grandes en las cifras de falta en el marco de las protestas? ""Creo que el problema entre las cifras oficiales y las recopiladas por otras entidades se puede presentar, entre otros, en el retraso deEl Defensor del Pueblo al tomar cartas en el asunto, ya que los mecanismos de Veeduría y Control se han reducido para comenzar a verificar los casos de violencia varones "", dice el antropólogo DW, Sebastián Lanz, una ONG que a través de litigios legales antes de que los tribunales legales buscan"" establecer un diálogo.entre el estado, las comunidades violadas y las comunidades incomunicadas "".",-1
292,"El Director de FEDESARROLLO anunció que el pronóstico de crecimiento de la economía colombiana en 2021 se revisará hacia arriba a pesar de la situación del orden público que está experimentando el país. Dijo que ""los sorprendentes datos del crecimiento en el primer trimestre del año, elLa aceleración del proceso de vacunación en las últimas semanas y la base de baja comparación de 2020 involucra que la tasa de crecimiento del PIB de 2021 sería superior al 4,8% que predinemos a principios de año "". Estas cifras de los contrastes de desarrollo de la Federación con los que el Ministro deFinance dijo, quien calculó las pérdidas en $ 10 mil millones.",0
293,"Este 21 de junio, Colombia superó el doloroso número de 100 mil muertos de COVID-19, una situación que sorprendió al país y causó múltiples reacciones, entre ellas, la del Presidente de la República, Iván Duque, que no solo lamentó la situación,pero también responsable del desempleo nacional de esta situación; Después de las declaraciones de él, Gustavo Petro pronto reaccionó.",1
294,"""Es doloroso que usemos niños con fines políticos y quizás la guerra"": Director de la ICBF.Las imágenes de niños muy pequeños, al aparentemente recibiendo capacitación de miembros de la primera línea en Medellín, han causado indignación. El Ministro de Defensa, elAlcalde, la personalería y el Defensor del Pueblo de las personas también pronunciamos. Las primeras líneas del país han despertado un debate sobre las protestas pacíficas y cómo se vuelve violenta, después de más de dos meses de disturbios en todo el país. Para las semanas, se sabe queEntre los miembros hay menores de edad, pero en las últimas horas, la controversia creció por las imágenes de los presuntos miembros de esos grupos, capacitando a niños muy pequeños en el parque deseos de la capital de la capital de Antioquia.",1
295,"A través de su cuenta de Twitter, el director de la División de las Américas del Reloj de Derechos Humanos, José Miguel Vivanco, dijo que la Organización tiene evidencia de que los miembros de la policía habrían asesinado al menos a los 20 manifestantes durante los días de desempleo nacional en el país. Vivanco dijo: ""NosotrosHan documentado cada caso con evidencia de primera mano, incluidos informes médicos y forenses, entrevistas con testigos, familiares y abogados de víctimas y autoridades judiciales, y la verificación de videos "".",0
296,"Una de las consecuencias políticas dejadas por desempleo es que, de hecho, la protesta social validada como mecanismo para lograr cambios en el país, según los analistas.",0
297,"Organizaciones no gubernamentales (ONG) Indepaz y Tremmers denuncian el lunes que durante los dos meses de desempleo nacional en Colombia, que se ha desarrollado bajo el ""uso excesivo de la violencia por la fuerza pública"", se han cometido 75 asesinatos.",-1
298,"Minefensa advierte que ya tienen un borrador del proyecto antimálogo. El ministro Diego Molano explicó lo que anunció los puntos centrales de este proyecto, anunció el presidente Ivan Duque. El proyecto anti-vandalismo, que propuso al presidente de la República, Ivan Duke, fue una respuesta a los hechos de la violencia, el terrorismo y el acoso, no solo a la fuerza pública, sino a la comunidad y durante la protesta nacional de desempleo. El presidente lo anticipó y ahora el Ministro de Defensa, Diego Molano, advirtió que hayan preparado un borrador de ese proyecto. Molano dijo que el proyecto tiene tres pilares fundamentales, que incluye, ante todo: endurecer las sanciones para aquellos que incurren en comportamientos ilegales relacionados con la movilización o que afectan la protesta pacífica. El proyecto, según el ministro Molano, está acompañado por la creación de nuevos tipos criminales, es decir, nuevos delitos sobre comportamientos que a su discreción no se sienten penalizados. Finalmente, son los mecanismos para garantizar que la infiltración de violenta no afecte el desarrollo normal de la protesta pacífica.",1
299,"Hasta el 28 de mayo, 2021, cuando fue un mes de movilizaciones en Colombia por la llegada nacional, la Fundación para la Libertad de Prensa (Flip) registró 165 violaciones de la libertad de prensa que han dejado a 186 víctimas. En los eventos más severos, allí.son: 59 agresiones físicas; 31 amenazas; y 6 detenciones ilegales. En este contexto, las mujeres periodistas han sido víctimas de 30 agresiones, entre las cuales se encuentran las agresiones físicas (10), el robo o la eliminación del material periodístico (5), arrestos ilegales (3).) y amenazas (4).",-1
300,"Con 599 muertes por Covid reportó ayer, es el cuarto día consecutivo que se registra una nueva disminución de las muertes en el país. En opinión del hecho de que el tercer pico está lejos de ser bajo control, la semana pasada más de 140 asociaciones de laLa comunidad científica y el sector de la salud pidieron al gobierno que pospongan la reapertura económica. Mientras tanto, el gobierno aún está ocupado señalando al desempleo como el único culpable de la crisis.",-1
301,"El pastel de Empanadas y la yuca sufre las consecuencias del desempleo nacional ... Estos dos alimentos sufren las consecuencias de los desempleados nacionales. Dia a la falta de materia prima, existen graves problemas para prepararlos. FLOOL, azúcar, huevo, papa yyuca escasa.",1
302,"El objetivo del impuesto se logró, pero las protestas no se detuvieron. Con cada día que ha pasado hasta el 28 de mayo, la reforma de la salud se ha planteado y también se ha ""llevado a la renovación de Hacienda y Claudia Blum al extranjero.Ministerio) y Thecopa América, de la que Colombia iba a ser sede.",0
303,"Es decir, ""les conviene que hay algunos chicos que lanzan piedras, manteniendo a la policía entretenida y no persiguiéndolos y sus ingresos criminales. Todo lo que se mezcla de una manera complicada. Ahora, no es lo mismo un vandalismo que pagó la olla.del tráfico de drogas que el chico humilde de Kennedy que está protestando con el arte y la cultura. Si los combinamos, estigamos y creamos más tensión. Vamos a tener cuidado de usar el canal apropiado "".",0
304,"Cucho 'Hernández dijo presente en las protestas hechas en España. El futbolista colombiano levantó su voz en España. Juan Camilo'cucho' Hernández ha expresado en sus redes sociales el amor que tiene para la Colombia de él, a veces, cuando varias figuras públicas tienenha estado pronunciando el contexto social de los últimos días "". Colombia Earth querida"", fue el primer mensaje del futbolista de Getafe en sus redes sociales.",0
305,"Del Comité de Detener a una campaña presidencial, Jennifer Pedraza salta a la arena política. El líder estudiantil será el Jefe de Debate del Presidencial Preescolar Jorge Enrique Robledo.Jennifer Pedraza, Activista reconocido que ha conocido al país por su participaciónEn las diferentes movilizaciones que se han realizado en los últimos meses, anunció en sus redes sociales que será el Jefe de Debate de la Dirección Presidencial Jorge Enrique Robledo.",0
306,"El desempleo nacional cuesta 15 mil millones de pesos a la economía de Bogotá, garantiza a Fenalco.Debido a que es el centro financiero y de negocios más importante del país, las pérdidas también afectan al 36% de las empresas en Colombia.Con 8 millones de habitantes, la economía de Bogotá trae un 26% al crecimiento de la nación.La ciudad es la plataforma de negocios más grande de Colombia y Cuna, así como la mayoría de las empresas de alto impacto.Es debido a esta magnitud de Bogotá que los bloqueos y los actos vandalicos ponen en riesgo toda esta cadena de producción y afectan al 17% de toda la población colombiana.""Si el gasto en Bogotá se está desacelerando, y es el 36% del gasto nacional, significa que es el 36% de las ventas de empresas en el país. Por lo tanto, las movilizaciones de Bogotá tienen un impacto en las ventas nacionales de diferentesMarcas y empresas "", dice Camilo Herrera, presidente de Raddar.Muchas ubicaciones se cerraron entre uno y 15 días durante esos actos vandalicos.",1
